,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.67,0.47,0.39,0.35,0.69,0.33,0.51,0.4,0.78,0.35,0.78,0.43,0.23,0.34,0.41,0.17,0.35,0.78
encog-cs.csv,0.62,0.21,0.72,0.44,0.53,0.28,0.6,0.48,0.76,0.4,0.75,0.41,0.12,0.44,0.55,0.58,0.32,0.73
geochat.csv,0.15,0.27,0.23,0.22,0.56,0.38,0.2,0.31,0.34,0.13,0.3,0.3,0.2,0.22,0.25,0.28,0.43,0.12
ibatisdb.csv,0.09,0.09,0.16,0.32,0.09,0.41,0.42,0.0,0.14,0.08,0.08,0.65,0.15,0.37,0.21,0.42,0.28,0.09
inkscape.csv,0.68,0.43,0.71,0.42,0.69,0.31,0.52,0.56,0.8,0.42,0.81,0.42,0.15,0.42,0.56,0.72,0.37,0.73
jam-daq.csv,0.3,0.67,0.04,0.07,0.1,0.28,0.25,0.65,0.07,0.21,0.34,0.16,0.0,0.05,0.17,0.22,0.27,0.24
jhotdraw.csv,0.21,0.2,0.34,0.37,0.15,0.49,0.44,0.25,0.69,0.12,0.61,0.42,0.14,0.36,0.48,0.65,0.19,0.36
ninject.csv,0.43,0.09,0.34,0.29,0.6,0.18,0.31,0.07,0.37,0.39,0.48,0.51,0.59,0.28,0.4,0.63,0.32,0.56
ofbiz.csv,0.44,0.54,0.55,0.4,0.42,0.29,0.52,0.3,0.18,0.36,0.75,0.26,0.2,0.4,0.24,0.35,0.31,0.53
oorexx.csv,0.68,0.48,0.56,0.45,0.49,0.31,0.51,0.67,0.53,0.39,0.36,0.31,0.0,0.45,0.55,0.74,0.31,0.38
opentibia.csv,0.86,0.36,0.04,0.16,0.36,0.11,0.44,0.07,0.7,0.36,0.42,0.53,0.29,0.15,0.46,0.11,0.27,0.55
projectts.csv,0.66,0.58,0.58,0.36,0.56,0.22,0.45,0.25,0.42,0.26,0.45,0.27,0.3,0.35,0.35,0.53,0.36,0.77
retromenu.csv,0.48,0.73,0.12,0.27,0.15,0.3,0.52,0.46,0.12,0.21,0.48,0.28,0.25,0.25,0.34,0.27,0.0,0.35
roolo.csv,0.71,0.49,0.74,0.4,0.58,0.3,0.43,0.51,0.73,0.68,0.73,0.38,0.15,0.39,0.57,0.66,0.34,0.73
tango-cs.csv,0.87,0.52,0.73,0.41,0.7,0.32,0.47,0.63,0.82,0.33,0.67,0.46,0.23,0.39,0.53,0.65,0.41,0.81
trinitycore.csv,0.37,0.28,0.63,0.43,0.4,0.26,0.11,0.5,0.65,0.56,0.72,0.0,0.14,0.45,0.44,0.41,0.21,0.52
uface.csv,0.77,0.57,0.74,0.39,0.58,0.31,0.58,0.64,0.7,0.39,0.82,0.5,0.19,0.39,0.56,0.74,0.38,0.96
uwom-server.csv,0.5,0.6,0.71,0.49,0.41,0.3,0.34,0.59,0.66,0.58,0.55,0.18,0.25,0.5,0.5,0.53,0.25,0.62
