,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,1.0,1.0,1.0,0.48,0.98,1.0,1.0,0.95,1.0
ffigo.csv,0.72,0.86,0.83,1.0,0.89,1.0,1.0,0.35,1.01
ildjit.csv,0.73,0.39,0.78,0.79,0.83,0.59,1.03,0.65,0.67
jfreereport.csv,0.87,0.97,0.59,0.77,0.68,1.0,0.88,0.66,0.92
pcsx2.csv,0.76,0.93,0.52,0.62,0.42,0.68,1.01,0.78,0.57
psycle.csv,0.49,0.98,0.76,0.75,0.67,1.0,0.73,0.66,0.62
wikipediardware.csv,0.53,0.94,1.0,0.69,0.8,1.0,0.92,0.78,0.34
wxjs.csv,0.96,1.0,0.95,1.0,0.98,1.12,0.21,1.0,0.97
xqilla.csv,0.75,0.87,0.75,0.93,0.84,0.06,0.62,0.89,0.93
