,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.31,0.92,0.0,1.0,0.28,1.0,0.17
amateur-scrolls.csv,0.24,0.18,0.23,0.0,0.0,0.0,0.0
arcallians.csv,0.48,0.02,0.49,0.29,0.67,0.28,0.31
gebr.csv,0.85,0.82,0.92,0.08,0.89,0.64,0.69
jfreereport.csv,0.0,0.6,0.38,1.0,0.61,0.92,0.56
kml.csv,0.57,0.18,0.37,0.13,0.35,0.0,0.32
multitude.csv,0.48,0.35,0.41,0.18,0.54,0.31,0.03
