,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.66,0.93,0.05,1.0,0.49,1.0,0.77
amateur-scrolls.csv,0.58,0.64,0.62,0.77,0.05,0.53,0.88
arcallians.csv,0.52,0.05,0.63,0.6,0.68,0.6,0.66
gebr.csv,0.86,0.83,0.93,0.12,0.89,0.66,0.71
jfreereport.csv,0.12,0.81,0.78,1.07,0.76,1.08,0.79
kml.csv,0.63,0.53,0.52,0.56,0.49,0.03,0.51
multitude.csv,0.59,0.61,0.63,0.51,0.56,0.41,0.05
