,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.17,0.53,1.0,0.72,0.48,0.48,0.62
amateur-scrolls.csv,0.23,0.71,0.41,1.0,1.0,1.0,1.0
arcallians.csv,0.2,0.98,0.32,0.81,0.38,0.61,0.6
gebr.csv,0.14,0.54,0.28,0.97,0.32,0.55,0.57
jfreereport.csv,0.99,0.45,0.25,0.62,0.28,0.31,0.47
kml.csv,0.17,0.76,0.4,0.9,0.45,1.0,0.67
multitude.csv,0.17,0.61,0.33,0.88,0.4,0.68,0.97
