,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.41,0.95,0.95,1.0,0.6,1.0,0.25
amateur-scrolls.csv,0.47,0.39,0.42,0.23,0.95,0.47,0.12
arcallians.csv,0.79,0.95,0.6,0.48,0.95,0.47,0.42
gebr.csv,0.94,0.89,0.92,0.91,0.95,0.86,0.85
jfreereport.csv,0.88,0.45,0.32,0.62,0.55,0.44,0.45
kml.csv,0.75,0.5,0.62,0.46,0.65,0.97,0.6
multitude.csv,0.65,0.5,0.52,0.52,0.85,0.72,0.97
