,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.24,0.68,0.97,0.84,0.53,0.65,0.35
amateur-scrolls.csv,0.31,0.5,0.42,0.38,0.97,0.64,0.22
arcallians.csv,0.32,0.97,0.42,0.6,0.54,0.53,0.49
gebr.csv,0.25,0.67,0.43,0.94,0.47,0.67,0.68
jfreereport.csv,0.93,0.45,0.28,0.62,0.37,0.36,0.46
kml.csv,0.27,0.6,0.49,0.61,0.53,0.99,0.63
multitude.csv,0.27,0.55,0.4,0.65,0.55,0.7,0.97
