,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,489.0,0.0,98.5,281.5,289.0,96.5
kftpgrabber.csv,560.0,166.0,21.5,98.5,156.0,382.0,98.5
kindb.csv,1908.0,159.0,97.5,98.5,79.5,93.5,98.5
m-a-d-n-e-s-s.csv,190.0,389.5,97.5,84.5,173.0,81.5,88.5
netatalk.csv,2925.5,392.0,97.5,98.5,359.0,384.0,98.5
quickfast.csv,8034.0,588.0,183.0,98.5,380.5,386.5,190.0
wow-qrsk.csv,848.5,288.0,0.0,93.5,281.5,385.5,52.5
