,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.62,0.65,0.46,0.51,0.54,0.65,0.67,0.58,0.62,0.62,0.43
gamestone.csv,0.92,0.86,0.69,0.85,0.92,0.75,0.79,0.92,1.0,0.83,0.9
gbif-providertoolkit.csv,0.89,0.0,0.83,0.5,0.91,0.83,0.67,0.92,1.0,0.75,0.6
heekscad.csv,0.44,0.46,0.36,0.31,0.45,0.0,0.72,0.49,0.43,0.46,0.88
igarden.csv,0.77,0.75,0.94,0.75,0.92,0.83,0.8,0.95,0.87,0.85,0.5
levent.csv,0.5,0.5,0.42,0.4,0.42,0.5,0.43,0.48,0.56,0.46,0.38
lportal.csv,0.86,0.62,0.92,0.75,0.0,0.86,0.54,0.75,0.99,0.6,0.79
natpad.csv,0.47,0.91,0.63,0.65,0.67,0.56,0.57,0.64,0.52,0.61,0.57
openmsx.csv,0.6,0.83,0.89,0.43,0.64,0.93,0.7,0.54,0.43,0.69,0.88
owlapi.csv,0.88,0.0,0.5,0.5,0.91,0.5,0.5,0.88,1.0,0.83,0.88
xcsoar.csv,0.35,0.62,0.48,0.47,0.39,0.39,0.47,0.52,0.52,0.47,0.4
