,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.51,0.08,0.66,0.4,0.61,0.63,0.71,0.57,0.45
e-bio-flow.csv,0.91,0.86,0.58,0.79,0.57,0.73,0.0,0.88,0.89
jmoney.csv,0.1,0.86,0.71,0.85,0.42,0.76,0.78,0.55,0.55
jmonkeyengine.csv,1.0,0.68,0.89,0.33,0.73,0.0,0.73,0.96,0.87
jsidplay2.csv,0.61,0.9,0.02,0.89,0.72,0.81,0.92,0.66,0.56
matrex.csv,0.48,0.72,0.73,0.71,0.72,0.95,0.8,0.02,0.77
piccolo2d.csv,1.0,1.0,0.95,0.95,0.08,1.0,0.9,0.97,1.0
reaper3d.csv,0.77,1.0,0.74,0.54,0.57,0.85,0.69,0.59,0.25
sblim.csv,0.8,1.0,0.95,0.05,0.77,0.95,0.93,0.86,1.0
