,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.44,0.52,0.62,0.5,0.63,0.57,0.59,0.51,0.63
e-bio-flow.csv,0.88,0.79,0.59,0.76,0.48,0.9,0.6,0.69,0.94
jmoney.csv,0.53,0.88,0.52,0.78,0.5,0.59,0.79,0.53,0.59
jmonkeyengine.csv,0.75,0.43,0.89,0.57,0.91,0.78,0.65,0.9,0.57
jsidplay2.csv,0.34,0.76,0.4,0.58,0.38,0.35,0.41,0.44,0.47
matrex.csv,0.52,0.69,0.54,0.62,0.76,0.86,0.67,0.45,0.95
piccolo2d.csv,0.0,0.0,0.75,0.67,0.92,0.5,0.8,0.75,0.0
reaper3d.csv,0.61,0.0,0.67,0.65,0.71,0.91,0.95,0.56,0.83
sblim.csv,0.86,0.0,0.67,0.82,0.86,0.8,0.75,0.95,0.67
