,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.24,0.39,0.31,0.37,0.18,0.21,0.3,0.18,0.25,0.19,0.51,0.49,0.38,0.31,0.37,0.25,0.24,0.34,0.0,0.06
buddata-ebxml-registry.csv,0.99,0.98,0.93,0.61,1.0,0.89,1.0,0.96,0.99,0.98,0.91,0.91,0.76,0.95,0.99,0.96,1.0,0.91,0.0,0.94
cornerstone.csv,0.21,0.11,0.1,0.11,0.09,0.13,0.2,0.13,0.01,0.0,0.26,0.18,0.38,0.24,0.24,0.13,0.1,0.05,0.0,0.0
emeraldemu.csv,0.63,0.28,0.55,0.88,0.09,0.12,0.12,0.18,0.09,0.17,0.72,0.42,0.66,0.69,0.18,0.18,0.15,0.14,0.75,0.53
jahshakafx.csv,0.26,0.38,0.6,0.41,0.09,0.13,0.2,0.41,0.22,0.13,0.49,0.73,0.24,0.58,0.32,0.33,0.2,0.2,0.0,0.41
jaolt.csv,0.32,0.27,0.37,0.33,0.09,0.19,0.45,0.18,0.24,0.04,0.3,0.51,0.41,0.58,0.42,0.36,0.32,0.27,0.0,0.65
kmess.csv,0.14,0.78,0.67,0.6,0.18,0.32,0.42,0.39,0.58,0.17,0.53,0.87,0.21,0.84,0.54,0.45,0.36,0.73,0.25,0.35
maya-work-in-progress.csv,0.66,0.35,0.35,0.19,0.73,0.43,0.62,0.61,0.67,0.17,0.91,0.49,0.76,0.69,0.61,0.51,0.66,0.43,0.25,0.65
mia.csv,0.08,0.14,0.12,0.19,0.18,0.33,0.48,0.25,0.32,0.28,0.4,0.24,0.03,0.38,0.11,0.42,0.24,0.55,0.25,0.47
mp-rechnungs-und-kundenverwaltung.csv,0.34,0.27,0.36,0.27,0.09,0.11,0.28,0.12,0.2,0.11,0.49,0.58,0.34,0.33,0.2,0.25,0.2,0.18,0.0,0.47
novembre.csv,0.14,0.32,0.19,0.56,0.0,0.13,0.22,0.38,0.8,0.11,0.11,0.13,0.34,0.62,0.3,0.18,0.14,0.18,0.5,0.65
ns-3.csv,0.45,0.36,0.52,0.27,0.27,0.44,0.9,0.53,0.56,0.19,0.3,0.84,0.52,0.49,0.82,0.87,0.89,0.68,0.5,0.71
nullc.csv,0.74,1.0,1.0,1.0,0.0,0.32,0.5,0.54,0.34,0.06,0.7,1.0,0.79,0.95,0.77,0.56,0.26,0.3,1.0,0.41
open-beos.csv,0.34,0.43,0.33,0.47,0.18,0.28,0.52,0.56,0.24,0.06,0.26,0.39,0.34,0.42,0.38,0.29,0.45,0.25,0.0,0.41
pixel-commandos.csv,0.01,0.46,0.16,0.4,0.0,0.09,0.08,0.09,0.03,0.0,0.15,0.06,0.0,0.24,0.13,0.09,0.05,0.07,0.75,0.18
plee-the-bear.csv,0.3,0.2,0.24,0.04,0.55,0.45,0.45,0.7,0.58,0.09,0.57,0.24,0.48,0.41,0.35,0.44,0.62,0.41,0.5,0.59
reaper-ecad.csv,0.11,0.06,0.13,0.21,0.0,0.01,0.0,0.07,0.02,0.02,0.11,0.05,0.07,0.0,0.13,0.07,0.01,0.0,0.0,0.0
unladen-swallow.csv,0.08,0.2,0.18,0.05,0.09,0.13,0.5,0.31,0.22,0.11,0.13,0.43,0.48,0.31,0.23,0.04,0.35,0.09,0.0,0.18
xmoto.csv,0.45,0.53,0.55,0.02,0.18,0.6,0.68,0.41,0.49,0.32,0.55,0.29,0.34,0.25,0.48,0.67,0.55,0.27,0.5,0.24
zxing.csv,0.18,0.32,0.37,0.3,0.0,0.08,0.35,0.14,0.13,0.02,0.43,0.7,0.48,0.43,0.44,0.35,0.27,0.14,0.0,0.24
