,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.54,0.28,0.31,0.12,0.19,0.78,1.0,0.31,0.39,0.46,0.15,0.59,0.17,0.28,0.12,0.5,0.66
blue-c.csv,0.1,0.62,0.29,1.0,0.23,0.61,0.44,0.3,0.19,0.58,0.45,0.37,0.11,0.51,0.41,0.57,0.61
factor.csv,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.98
fltk.csv,0.35,0.99,0.17,0.4,0.32,0.34,0.28,0.28,0.35,0.46,0.41,0.18,0.07,0.62,0.32,0.53,0.12
free-evolution.csv,0.38,0.52,0.15,0.5,0.33,0.25,0.25,0.32,0.15,0.53,0.44,0.61,0.15,0.52,0.97,0.49,0.41
icescrum.csv,0.35,0.41,0.16,0.51,0.12,0.52,0.47,0.2,0.24,0.46,0.45,0.13,0.07,0.48,0.35,0.97,0.42
jbasic.csv,0.12,0.39,0.11,0.48,0.17,1.0,0.52,0.33,0.16,0.47,0.28,0.28,0.25,0.33,0.22,0.45,0.31
kvs.csv,1.0,0.41,0.16,0.24,0.17,0.19,0.16,0.11,0.17,0.58,0.43,0.27,0.19,0.63,0.29,0.5,0.39
monetdb.csv,0.22,0.56,0.25,0.29,0.33,0.45,0.18,0.35,0.38,0.52,0.98,0.64,0.19,0.61,0.37,0.64,0.58
phet.csv,0.31,0.29,0.97,0.38,0.23,0.22,0.16,0.16,0.17,0.04,0.11,0.54,0.03,0.2,0.24,0.15,0.62
projecteqemu.csv,0.17,0.48,0.0,0.06,0.0,0.54,0.17,0.44,0.07,0.4,0.46,0.0,0.0,1.0,0.18,0.33,0.32
repositorium.csv,0.07,0.34,0.28,0.17,0.27,0.31,0.35,0.4,0.35,0.19,0.22,0.51,0.84,0.27,0.15,0.48,0.57
smarttag.csv,0.08,0.34,0.2,0.24,0.28,0.23,0.09,1.0,0.22,0.06,0.14,0.17,0.13,0.14,0.13,0.61,0.08
sumatrapdf.csv,0.32,0.66,0.21,0.59,0.26,0.51,0.42,0.43,0.24,0.95,0.57,0.58,0.18,0.61,0.37,0.55,0.68
voms.csv,0.0,0.03,0.0,0.06,1.0,0.09,0.07,0.0,0.0,0.23,0.19,0.18,0.0,0.24,0.0,0.09,0.05
vrjuggler.csv,0.19,0.56,0.15,0.46,0.19,0.33,0.16,0.36,0.93,0.0,0.46,0.27,0.21,0.22,0.3,0.52,0.8
wheat.csv,0.27,0.36,0.22,0.18,0.15,0.0,0.2,0.32,0.23,0.37,0.54,0.98,0.05,0.59,0.33,0.33,0.16
