,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,1.0,2.0,7.0,2.0,7.0,0.0,0.0,5.0,3.0,14.0,9.0,1.0,6.0,1.0,0.0,8.0,2.0
blue-c.csv,31.0,2.0,3.0,0.0,17.0,2.0,2.0,4.0,9.0,0.0,8.0,1.0,20.0,0.0,2.0,2.0,1.0
factor.csv,95.0,236.0,289.0,54.0,74.0,0.0,82.0,52.0,74.0,85.0,145.0,51.0,96.0,80.0,139.0,1.0,0.0
fltk.csv,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,1.0
free-evolution.csv,3.0,1.0,18.0,1.0,6.0,2.0,12.0,4.0,8.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0
icescrum.csv,5.0,2.0,2.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,3.0,0.0,0.0
jbasic.csv,8.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0
kvs.csv,0.0,1.0,3.0,3.0,2.0,0.0,8.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,0.0
monetdb.csv,9.0,2.0,4.0,0.0,5.0,0.0,14.0,5.0,14.0,3.0,0.0,0.0,3.0,0.0,7.0,2.0,0.0
phet.csv,9.0,3.0,1.0,2.0,3.0,0.0,6.0,3.0,9.0,4.0,3.0,0.0,31.0,0.0,11.0,4.0,0.0
projecteqemu.csv,1.0,3.0,289.0,0.0,74.0,2.0,6.0,0.0,6.0,0.0,0.0,51.0,96.0,0.0,3.0,0.0,0.0
repositorium.csv,4.0,4.0,3.0,2.0,5.0,1.0,13.0,5.0,13.0,8.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0
smarttag.csv,1.0,0.0,2.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,4.0
sumatrapdf.csv,7.0,3.0,8.0,0.0,8.0,1.0,6.0,9.0,14.0,0.0,3.0,0.0,2.0,0.0,11.0,2.0,0.0
voms.csv,95.0,0.0,289.0,1.0,0.0,0.0,2.0,52.0,74.0,0.0,2.0,0.0,96.0,0.0,139.0,1.0,0.0
vrjuggler.csv,20.0,0.0,14.0,2.0,3.0,0.0,11.0,0.0,0.0,85.0,3.0,0.0,2.0,0.0,18.0,2.0,0.0
wheat.csv,0.0,0.0,0.0,11.0,3.0,128.0,12.0,2.0,11.0,0.0,1.0,0.0,9.0,0.0,6.0,1.0,0.0
