,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.37,0.38,0.0,0.06,0.0,0.07,0.7,0.3,0.81,0.37,0.38,0.09,0.57,0.34,0.04,0.19,0.0,0.05,0.09,0.33
alleg.csv,0.43,0.36,0.52,0.53,0.35,0.94,0.35,0.5,0.3,0.17,0.15,0.28,0.03,0.45,0.87,0.08,0.81,0.74,0.5,0.22
biodwh.csv,0.14,0.35,0.12,0.31,0.12,0.31,0.39,0.14,0.3,0.3,0.0,0.0,0.0,0.52,0.07,1.0,0.29,0.05,0.51,0.41
factor.csv,0.16,0.25,0.0,0.0,0.37,0.58,0.01,0.65,0.28,0.33,0.35,0.0,0.09,0.33,0.1,0.13,0.78,0.96,0.6,0.15
iaml.csv,0.55,0.41,0.53,0.61,0.33,0.67,0.96,0.54,0.37,0.3,0.21,0.3,0.05,0.3,0.45,0.22,0.87,0.56,0.57,0.51
icescrum.csv,0.54,0.53,0.19,0.63,0.37,0.67,0.26,0.37,0.3,0.25,0.22,0.31,0.24,1.0,0.26,0.4,0.65,0.44,0.6,0.43
jbasic.csv,0.55,0.46,0.0,0.94,0.25,0.52,0.28,0.4,0.36,0.26,0.28,0.11,0.2,0.41,0.32,0.28,0.64,0.2,0.66,0.58
jcache.csv,0.61,0.44,0.39,0.66,0.35,0.44,0.58,0.67,0.38,0.47,0.29,0.31,0.1,0.55,0.44,0.42,0.52,0.67,0.48,0.97
ktc.csv,0.97,0.54,0.3,0.4,0.33,0.5,0.36,0.39,0.28,0.29,0.24,0.27,0.26,0.67,0.29,0.28,0.44,0.16,0.59,0.39
moast.csv,0.15,0.2,0.0,0.26,0.24,0.33,0.31,0.37,0.42,0.3,0.12,0.0,0.0,0.45,0.99,0.44,0.31,0.09,0.59,0.55
natpad.csv,0.64,0.45,0.33,0.67,0.36,0.69,0.54,0.53,0.31,0.37,0.48,0.3,0.21,0.48,0.28,0.23,0.74,0.62,0.95,0.47
nebuladevice.csv,0.39,0.35,0.58,0.15,0.12,0.54,0.35,0.17,0.16,0.24,0.23,0.97,0.0,0.3,0.05,0.22,0.33,0.25,0.25,0.09
nosleepsoftware.csv,0.18,0.25,0.9,0.18,0.0,0.34,0.28,0.08,0.0,0.0,0.25,0.31,0.0,0.07,0.05,0.22,0.46,0.19,0.22,0.28
pixel-commandos.csv,0.21,0.23,0.0,0.14,0.11,0.11,0.07,0.04,0.17,0.25,0.25,0.0,0.86,0.19,0.11,0.0,0.04,0.05,0.13,0.06
riff-evolve.csv,0.66,0.54,0.46,0.59,0.47,0.62,0.57,0.96,0.42,0.38,0.39,0.3,0.22,0.54,0.88,0.32,0.72,0.54,0.6,0.71
rosegarden.csv,0.56,0.95,0.5,0.37,0.35,0.64,0.37,0.55,0.27,0.52,0.53,0.29,0.2,0.64,0.16,0.3,0.53,0.63,0.52,0.29
smarttag.csv,0.54,0.44,0.06,0.33,1.0,0.4,0.43,0.41,0.27,0.32,0.21,0.2,0.1,0.64,0.36,0.28,0.46,0.48,0.57,0.33
wxcode.csv,0.46,0.43,0.12,0.34,0.0,0.26,0.07,0.18,0.17,0.17,1.0,0.18,0.2,0.38,0.04,0.12,0.2,0.13,0.3,0.26
xined.csv,0.31,0.42,0.26,0.35,0.38,0.71,0.58,0.22,0.28,1.0,0.08,0.19,0.06,0.43,0.15,0.18,0.9,0.8,0.59,0.22
zemljanka.csv,0.62,0.44,0.44,0.64,0.35,0.77,0.73,0.64,0.31,0.32,0.13,0.32,0.07,0.42,0.95,0.26,1.0,0.69,0.57,0.6
