,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.76,0.59,0.0,0.4,0.0,1.0,0.61,0.6,0.83,0.5,0.33,0.14,0.67,0.38,1.0,0.13,0.0,0.33,0.67,0.88
alleg.csv,0.37,0.26,0.36,0.51,0.25,0.92,0.48,0.44,0.22,0.12,0.09,0.18,0.02,0.37,0.9,0.05,0.97,0.72,0.49,0.42
biodwh.csv,0.75,0.59,1.0,0.8,0.33,0.51,0.62,0.78,0.41,0.3,0.0,0.0,0.0,0.88,1.0,1.0,0.97,0.5,0.64,0.9
factor.csv,0.5,0.37,0.0,0.0,0.26,0.76,0.5,0.59,0.26,0.25,0.25,0.0,0.05,0.3,0.65,0.09,0.95,0.98,0.65,0.5
iaml.csv,0.51,0.31,0.45,0.64,0.31,0.68,0.99,0.5,0.24,0.24,0.13,0.21,0.03,0.36,0.76,0.14,0.95,0.58,0.46,0.44
icescrum.csv,0.68,0.52,0.4,0.66,0.38,0.74,0.52,0.6,0.28,0.21,0.18,0.25,0.15,1.0,0.78,0.27,0.98,0.64,0.51,0.77
jbasic.csv,0.72,0.45,0.0,0.94,0.22,0.79,0.5,0.56,0.28,0.23,0.17,0.1,0.12,0.6,0.98,0.18,0.99,0.56,0.62,0.76
jcache.csv,0.5,0.31,0.27,0.59,0.27,0.52,0.65,0.69,0.24,0.32,0.17,0.2,0.05,0.44,0.78,0.31,0.95,0.74,0.49,1.0
ktc.csv,0.99,0.59,0.36,0.64,0.4,0.72,0.54,0.62,0.24,0.22,0.17,0.23,0.16,0.65,0.7,0.19,0.98,0.5,0.63,0.75
moast.csv,0.45,0.34,0.0,0.71,0.2,0.52,0.75,0.62,0.5,0.2,0.1,0.0,0.0,0.58,1.0,0.4,0.95,0.67,0.55,0.82
natpad.csv,0.62,0.39,0.36,0.65,0.24,0.72,0.77,0.52,0.22,0.25,0.33,0.23,0.12,0.41,0.74,0.14,0.95,0.83,0.98,0.71
nebuladevice.csv,0.5,0.45,0.42,0.23,0.33,0.63,0.55,0.36,0.12,0.29,0.16,1.0,0.0,0.5,0.35,0.33,0.95,0.47,0.32,0.09
nosleepsoftware.csv,0.36,0.31,0.93,0.47,0.0,0.79,0.42,0.8,0.0,0.0,0.18,0.25,0.0,0.1,0.26,0.16,1.0,0.45,0.26,0.67
pixel-commandos.csv,0.82,0.78,0.0,0.56,0.2,0.83,0.83,1.0,0.5,0.33,1.0,0.0,1.0,1.0,0.88,0.0,1.0,1.0,1.0,1.0
riff-evolve.csv,0.6,0.43,0.42,0.62,0.4,0.68,0.57,0.97,0.29,0.26,0.25,0.2,0.12,0.45,0.9,0.2,0.97,0.69,0.51,0.79
rosegarden.csv,0.72,0.99,0.39,0.67,0.3,0.65,0.7,0.73,0.21,0.41,0.42,0.25,0.12,0.54,0.6,0.21,0.97,0.76,0.49,0.28
smarttag.csv,0.52,0.43,0.05,0.56,1.0,0.63,0.59,0.57,0.21,0.22,0.14,0.16,0.06,0.56,0.84,0.21,0.95,0.62,0.62,0.53
wxcode.csv,0.84,0.78,1.0,0.74,0.0,0.74,0.21,0.82,0.22,0.5,1.0,0.29,0.17,0.71,0.5,0.2,1.0,0.75,0.8,1.0
xined.csv,0.41,0.35,0.27,0.55,0.26,0.61,0.65,0.6,0.21,1.0,0.05,0.18,0.03,0.37,0.43,0.11,0.95,0.8,0.44,0.45
zemljanka.csv,0.49,0.28,0.28,0.48,0.23,0.64,0.57,0.5,0.19,0.19,0.07,0.19,0.04,0.32,0.9,0.15,1.0,0.6,0.4,0.44
