,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.28,0.33,0.0,0.04,0.0,0.04,0.61,0.24,0.83,0.35,0.48,0.09,0.55,0.36,0.02,0.36,0.0,0.02,0.06,0.25
alleg.csv,0.48,0.5,0.75,0.54,0.52,0.93,0.3,0.48,0.52,0.33,0.54,0.57,0.27,0.54,0.6,0.24,0.67,0.68,0.53,0.18
biodwh.csv,0.1,0.29,0.07,0.23,0.09,0.26,0.33,0.1,0.27,0.34,0.0,0.0,0.0,0.42,0.04,1.0,0.2,0.02,0.47,0.3
factor.csv,0.12,0.21,0.0,0.0,0.54,0.51,0.01,0.67,0.34,0.52,0.61,0.0,0.29,0.39,0.07,0.28,0.48,0.95,0.6,0.11
iaml.csv,0.61,0.56,0.64,0.61,0.4,0.62,0.95,0.54,0.68,0.44,0.58,0.54,0.28,0.3,0.27,0.5,0.0,0.47,0.64,0.53
icescrum.csv,0.5,0.57,0.15,0.62,0.4,0.62,0.2,0.3,0.37,0.34,0.33,0.44,0.55,1.0,0.18,0.73,0.53,0.38,0.67,0.34
jbasic.csv,0.49,0.51,0.0,0.94,0.33,0.44,0.22,0.35,0.53,0.34,0.7,0.16,0.54,0.37,0.23,0.58,0.52,0.14,0.7,0.52
jcache.csv,0.69,0.6,0.58,0.68,0.5,0.39,0.55,0.66,0.69,0.8,0.8,0.61,0.65,0.65,0.31,0.68,0.39,0.61,0.5,0.95
ktc.csv,0.97,0.55,0.29,0.33,0.33,0.43,0.31,0.33,0.37,0.44,0.47,0.37,0.76,0.7,0.2,0.52,0.34,0.12,0.59,0.3
moast.csv,0.11,0.18,0.0,0.19,0.32,0.27,0.23,0.3,0.42,0.56,0.17,0.0,0.0,0.42,0.99,0.55,0.21,0.06,0.64,0.46
natpad.csv,0.68,0.54,0.35,0.69,0.45,0.64,0.46,0.54,0.52,0.65,0.86,0.5,0.75,0.56,0.2,0.53,0.52,0.53,0.94,0.4
nebuladevice.csv,0.35,0.33,0.82,0.13,0.09,0.49,0.3,0.13,0.26,0.24,0.47,0.94,0.0,0.25,0.04,0.2,0.23,0.2,0.24,0.1
nosleepsoftware.csv,0.14,0.25,0.9,0.13,0.0,0.26,0.24,0.05,0.0,0.0,0.48,0.44,0.0,0.06,0.04,0.37,0.35,0.14,0.22,0.21
pixel-commandos.csv,0.15,0.17,0.0,0.1,0.09,0.07,0.05,0.02,0.12,0.24,0.17,0.0,0.79,0.13,0.07,0.0,0.02,0.02,0.09,0.04
riff-evolve.csv,0.72,0.7,0.54,0.58,0.59,0.57,0.53,0.96,0.7,0.66,0.84,0.57,0.91,0.63,0.57,0.69,0.58,0.47,0.67,0.68
rosegarden.csv,0.5,0.93,0.68,0.29,0.46,0.58,0.29,0.49,0.41,0.71,0.74,0.37,0.54,0.74,0.11,0.59,0.4,0.57,0.57,0.3
smarttag.csv,0.57,0.49,0.07,0.28,1.0,0.34,0.38,0.36,0.41,0.58,0.47,0.31,0.52,0.72,0.26,0.46,0.35,0.42,0.57,0.28
wxcode.csv,0.36,0.35,0.07,0.26,0.0,0.19,0.05,0.12,0.16,0.12,1.0,0.16,0.29,0.3,0.02,0.1,0.13,0.09,0.23,0.18
xined.csv,0.28,0.54,0.29,0.29,0.53,0.36,0.55,0.16,0.46,1.0,0.31,0.24,0.45,0.52,0.06,0.45,0.0,0.76,0.56,0.18
zemljanka.csv,0.69,0.0,0.43,0.0,0.41,0.38,0.13,0.35,0.3,0.09,0.39,0.36,0.35,0.48,0.45,0.24,1.0,0.0,0.0,0.0
