,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.97,0.96,0.83,0.8,0.0,0.67,0.51,0.97,0.9,0.83,0.89,0.86,0.67,0.88,0.8,0.81,0.0,0.67,0.67,0.88
alleg.csv,0.55,0.51,0.58,0.62,0.59,0.53,0.63,0.43,0.52,0.56,0.55,0.43,0.49,0.5,0.46,0.45,0.43,0.51,0.56,0.75
biodwh.csv,0.92,0.98,0.0,0.93,0.67,0.79,0.94,0.89,0.94,0.9,0.0,0.0,0.5,0.88,0.88,0.92,0.97,0.5,0.54,0.9
factor.csv,0.95,0.98,0.73,0.0,0.43,0.78,0.5,0.48,0.71,0.45,0.81,0.0,0.95,0.43,0.95,0.52,0.46,0.53,0.46,0.83
iaml.csv,0.52,0.48,0.45,0.59,0.88,0.41,0.58,0.44,0.56,0.59,0.58,0.54,0.59,0.71,0.57,0.57,0.43,0.47,0.35,0.67
icescrum.csv,0.63,0.55,0.8,0.45,0.69,0.34,0.72,0.62,0.72,0.64,0.91,0.62,0.77,0.58,0.64,0.42,0.4,0.5,0.33,0.69
jbasic.csv,0.65,0.64,0.8,0.56,0.67,0.49,0.69,0.66,0.7,0.69,0.59,0.75,0.81,0.8,0.98,0.47,0.41,0.89,0.38,0.52
jcache.csv,0.44,0.51,0.44,0.45,0.5,0.67,0.56,0.53,0.51,0.57,0.57,0.39,0.49,0.44,0.58,0.58,0.86,0.44,0.66,0.44
ktc.csv,0.5,0.64,0.82,0.5,0.7,0.47,0.56,0.62,0.57,0.56,0.67,0.64,0.58,0.45,0.55,0.45,0.53,0.88,0.47,0.67
moast.csv,0.95,0.98,0.88,0.93,0.55,0.65,0.97,0.77,0.95,0.4,0.9,0.86,0.0,0.67,0.43,0.87,0.97,0.67,0.45,0.53
natpad.csv,0.46,0.63,0.86,0.49,0.43,0.58,0.68,0.52,0.52,0.43,0.67,0.58,0.5,0.41,0.6,0.38,0.48,0.54,0.56,0.65
nebuladevice.csv,0.76,0.88,0.61,0.97,0.67,0.69,0.85,0.96,0.86,0.86,0.95,0.93,0.93,0.88,0.94,0.83,0.86,0.93,0.89,0.97
nosleepsoftware.csv,0.97,0.97,0.73,0.93,0.5,0.83,0.67,0.8,0.86,0.0,0.82,0.67,0.77,0.9,0.96,0.56,0.49,0.91,0.9,0.89
pixel-commandos.csv,0.94,0.94,0.0,0.89,0.8,0.83,0.83,0.5,0.83,0.83,0.0,0.0,0.67,0.5,0.94,0.8,0.75,0.0,0.67,0.0
riff-evolve.csv,0.4,0.45,0.53,0.45,0.55,0.36,0.43,0.56,0.43,0.41,0.5,0.39,0.45,0.38,0.44,0.34,0.45,0.38,0.36,0.43
rosegarden.csv,0.61,0.66,0.71,0.58,0.55,0.57,0.98,0.73,0.72,0.53,0.92,0.75,0.69,0.5,0.71,0.47,0.63,0.66,0.55,0.81
smarttag.csv,0.52,0.7,0.6,0.7,0.79,0.66,0.59,0.61,0.74,0.41,0.76,0.64,0.54,0.48,0.77,0.58,0.72,0.58,0.43,0.73
wxcode.csv,0.88,0.97,0.0,0.63,0.0,0.95,0.97,0.91,0.94,0.5,0.86,0.86,0.83,0.86,0.9,0.8,0.96,0.75,0.9,0.8
xined.csv,0.85,0.7,0.93,0.59,0.49,0.5,0.72,0.95,0.81,0.9,0.6,0.88,0.59,0.52,0.55,0.47,0.48,0.54,0.49,0.91
zemljanka.csv,0.38,0.4,0.46,0.43,0.42,0.47,0.41,0.46,0.45,0.4,0.41,0.32,0.43,0.35,0.39,0.35,0.45,0.42,0.43,0.53
