,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.0,2.0,6.0,4.0,0.0,2.0,5.0,1.0,1.0,1.0,6.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0
cornerstone.csv,10.0,2.0,12.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0
emeraldemu.csv,53.0,10.0,66.0,40.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
grafx2.csv,62.0,26.0,16.0,16.0,0.0,1.0,1.0,4.0,5.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,6.0
jahshakafx.csv,3.0,7.0,33.0,3.0,0.0,1.0,2.0,18.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
kindb.csv,8.0,119.0,70.0,17.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
maya-work-in-progress.csv,54.0,3.0,50.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,40.0,1.0
netatalk.csv,7.0,3.0,50.0,45.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,13.0,0.0,2.0,3.0,5.0,0.0,0.0,39.0,1.0
novembre.csv,7.0,0.0,8.0,37.0,0.0,1.0,1.0,22.0,9.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,1.0
ns-3.csv,52.0,14.0,16.0,26.0,1.0,2.0,4.0,3.0,6.0,7.0,0.0,14.0,1.0,2.0,7.0,2.0,2.0,1.0,61.0,0.0
nullc.csv,15.0,3.0,58.0,50.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,8.0,2.0,2.0,1.0,4.0,5.0,1.0,12.0,1.0
open-beos.csv,3.0,19.0,46.0,22.0,0.0,3.0,2.0,37.0,0.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,0.0,9.0,6.0,5.0
pixel-commandos.csv,1.0,0.0,19.0,33.0,0.0,0.0,2.0,10.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,2.0
planeshift.csv,104.0,3.0,55.0,79.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,9.0,2.0,2.0,1.0,4.0,1.0,1.0,38.0,1.0
plee-the-bear.csv,0.0,2.0,14.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,11.0,12.0
reaper-ecad.csv,6.0,5.0,27.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,100.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
sbml.csv,24.0,5.0,106.0,13.0,0.0,1.0,1.0,7.0,5.0,8.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,13.0,5.0
unimrcp.csv,49.0,0.0,74.0,22.0,0.0,0.0,2.0,14.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,15.0,1.0
unladen-swallow.csv,1.0,8.0,20.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0
xmoto.csv,7.0,0.0,62.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,4.0,4.0,1.0,19.0,1.0
