,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.16,0.4,0.25,0.15,0.38,0.21
chaperon.csv,0.25,0.18,0.29,0.15,0.22,0.23
mule.csv,0.23,0.25,0.19,0.13,0.18,0.22
nunit.csv,0.29,0.38,0.22,0.29,0.13,0.2
springside.csv,0.22,0.17,0.2,0.23,0.2,0.2
swtfox.csv,0.25,0.44,0.29,0.38,0.42,0.3
