,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,757.5,97.5,1999.5,1565.0,97.5,97.5,198.0,98.5,95.5,997.5,89.5,97.5,98.5,813.0,97.5,588.5,388.0,98.5,4405.5
boost-sandbox.csv,666.0,97.5,1876.5,731.5,84.5,243.5,196.5,98.5,95.5,1429.0,277.5,261.5,97.5,1767.5,97.5,1778.5,289.5,362.0,6660.0
dspace-gsoc.csv,287.0,97.5,410.5,1545.0,97.5,97.5,197.5,98.5,95.5,1834.5,286.5,97.5,98.5,1137.5,97.5,1119.5,387.0,97.5,2551.5
enlightenment.csv,854.0,97.5,2195.0,1758.0,97.5,97.5,297.0,98.5,98.5,1093.0,286.5,97.5,98.5,1767.5,97.5,588.5,388.0,98.5,8397.0
fceugc.csv,188.0,97.5,366.0,1384.0,97.5,94.5,296.5,98.5,97.5,824.5,121.0,97.5,86.5,1051.0,236.5,371.5,387.0,98.5,1036.5
gnukeda.csv,761.5,97.5,833.5,1758.0,93.5,97.5,99.0,98.5,164.0,818.5,191.0,91.5,98.5,1767.5,97.5,391.0,289.5,98.5,6785.5
jaolt.csv,282.5,97.5,740.0,742.0,97.5,97.5,99.0,98.5,98.5,1000.5,286.5,97.5,98.5,676.5,97.5,377.5,291.5,97.5,1522.5
knowledge.csv,761.5,97.5,1811.5,1561.5,97.5,97.5,198.0,98.5,95.5,1093.0,191.0,97.5,98.5,1675.0,97.5,490.0,291.5,98.5,8395.5
kowari.csv,372.5,94.5,675.0,1563.0,83.5,94.5,198.0,98.5,97.5,455.5,286.5,97.5,95.5,954.5,87.5,1122.0,387.0,98.5,8495.5
lufa-lib.csv,659.5,97.5,1599.5,540.5,97.5,97.5,99.0,96.5,98.5,979.5,451.0,95.5,93.5,1254.5,97.5,850.0,388.0,97.5,462.0
maidsafe-dht.csv,280.5,97.5,655.5,1748.0,97.5,94.5,197.5,98.5,97.5,919.0,191.0,97.5,98.5,566.5,97.5,292.5,387.0,98.5,5841.0
pixel-commandos.csv,343.0,97.5,425.5,152.0,97.5,94.5,189.0,97.5,98.5,455.0,157.5,64.5,81.5,426.5,153.0,391.5,122.0,98.5,958.5
playerstage.csv,842.0,97.5,2022.5,455.5,97.5,97.5,198.0,98.5,98.5,2632.0,51.5,95.5,97.5,1148.0,97.5,490.0,291.5,97.5,372.5
proftp.csv,73.5,0.0,638.5,259.5,97.5,97.5,0.0,82.5,86.5,399.0,191.0,97.5,40.5,0.0,49.5,0.0,291.5,97.5,757.5
tcvp.csv,41.5,28.0,52.5,45.0,0.0,116.0,157.0,147.0,0.0,0.0,63.0,0.0,64.5,351.0,83.5,80.0,0.0,861.5,1941.5
theresa.csv,188.0,97.5,463.0,1093.5,97.5,94.5,197.5,98.5,95.5,1928.0,286.5,97.5,98.5,401.0,275.5,281.0,192.0,97.5,3232.0
uwom.csv,565.0,97.5,0.0,558.0,85.5,97.5,296.0,97.5,82.0,2149.5,55.5,97.5,98.5,1238.5,97.5,490.0,0.0,98.5,559.5
xapian.csv,758.5,97.5,2146.5,1659.0,97.5,97.5,198.0,98.5,98.5,1093.0,191.0,97.5,98.5,581.5,97.5,588.5,193.0,98.5,6212.5
yaprm.csv,73.5,0.0,478.5,1560.5,82.5,97.5,97.5,98.5,98.5,1002.5,286.5,97.5,98.5,0.0,0.0,0.0,291.5,98.5,4387.5
