,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.64,0.59,0.49,0.64,0.79
open-data-kit.csv,0.49,0.66,0.99,0.63,0.51
qtractor.csv,1.0,0.48,0.3,0.46,0.29
quarkplayer.csv,0.0,1.0,0.05,0.02,0.27
turbotrader-bos.csv,0.64,0.45,0.33,0.98,0.55
