,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.56,0.53,0.71,0.83,0.87,0.8,0.7,0.94,0.73,0.53,0.64,0.72,0.68,0.32,0.62,0.96,0.37,0.5,0.68
bzbyte.csv,0.51,0.12,1.0,0.83,0.13,1.0,0.59,0.01,0.0,1.0,0.86,0.84,0.0,0.98,0.97,0.93,1.0,0.76,0.0
chrysalis.csv,0.43,0.69,0.29,0.72,0.6,0.36,0.56,0.64,0.92,0.43,0.31,0.3,0.62,0.34,0.79,0.41,0.85,0.79,0.67
dspace-gsoc.csv,0.74,0.69,0.32,0.54,0.76,0.91,0.81,0.67,0.9,0.57,0.81,0.7,0.65,0.7,0.65,0.93,0.56,0.71,0.87
fbmanager.csv,0.49,0.34,0.71,0.59,0.39,0.22,0.56,0.62,0.54,0.22,0.42,0.47,0.06,0.45,0.59,0.24,0.3,0.62,0.56
fityk.csv,0.57,0.78,0.76,0.8,0.72,0.62,0.63,0.71,0.81,0.52,0.5,0.81,0.87,0.7,0.82,0.31,0.41,0.91,0.75
fleet-simulator.csv,0.84,0.88,0.82,0.89,0.93,0.65,1.0,0.87,0.92,1.0,0.89,0.74,0.98,0.84,1.0,0.96,0.7,0.88,0.88
freenet.csv,0.81,0.84,0.88,0.91,0.72,0.65,0.96,0.81,0.96,0.84,0.83,0.67,0.91,0.95,0.85,0.5,0.85,0.95,0.83
google-caja.csv,0.72,0.75,0.71,0.76,0.86,0.85,0.89,0.83,0.94,0.53,0.86,0.96,0.91,0.8,0.88,0.8,0.89,0.93,0.99
k3b.csv,0.66,0.75,0.97,0.54,0.79,0.65,0.89,0.9,0.83,0.69,0.78,0.75,0.65,0.8,0.94,0.15,1.0,0.78,0.81
mediaportal.csv,0.16,0.28,0.06,0.39,0.29,0.18,0.33,0.28,0.42,0.1,0.25,0.14,0.59,0.05,0.5,0.3,0.04,0.28,0.29
myfaces.csv,0.63,0.66,0.71,0.85,0.58,0.53,0.56,0.31,0.62,0.48,0.75,0.53,0.72,0.61,0.26,0.83,0.52,0.34,0.75
onotoa.csv,0.53,0.38,0.29,0.57,0.39,0.73,0.15,0.32,0.58,0.53,0.64,0.32,0.48,0.64,0.65,0.41,0.22,0.78,0.47
paintown.csv,0.68,0.66,0.85,0.96,0.74,0.77,0.85,0.86,0.94,0.59,0.86,0.56,0.7,0.77,0.76,0.91,0.96,0.5,0.99
poormans.csv,0.43,0.56,0.32,0.5,0.58,0.24,0.93,0.22,0.65,0.52,0.53,0.23,0.97,0.52,0.79,0.02,0.11,0.64,0.33
sqlpower-library.csv,0.9,0.94,0.91,0.7,0.89,0.57,1.0,0.73,0.96,0.97,0.75,0.84,1.0,0.93,1.0,0.74,0.67,1.0,0.84
triplea.csv,0.59,0.66,0.59,0.76,0.89,0.69,0.7,0.87,0.98,0.76,0.42,0.68,0.83,0.61,0.91,0.96,0.81,0.9,0.85
xamj.csv,0.75,0.59,0.85,0.63,0.95,0.89,0.96,0.96,0.81,0.83,0.81,0.98,0.92,0.73,0.97,0.57,0.56,0.41,0.67
