,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.32,0.76,0.39,0.17
columba.csv,0.74,0.33,0.52,0.67
decidr.csv,0.42,0.39,0.73,0.73
jajuk.csv,0.81,0.6,0.17,0.17
