,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.41,0.0,0.08,0.5,0.22,0.03,0.29,0.35,0.33,0.16,0.2,0.43
dvt.csv,0.67,0.36,0.1,0.34,0.95,0.12,0.51,0.81,0.5,0.47,0.36,0.89
flylinkdc.csv,0.25,0.98,0.85,0.87,0.3,0.57,0.54,0.35,0.5,0.95,1.0,0.75
fulguro.csv,0.01,0.3,0.54,0.44,0.03,0.53,0.46,0.3,0.0,0.26,0.6,0.25
fw4spl.csv,0.43,0.2,0.31,0.31,0.16,0.25,0.36,0.46,0.5,0.11,0.08,0.42
ipfire-wall.csv,0.16,0.26,0.31,0.11,0.08,0.11,0.32,0.22,0.33,0.21,0.32,0.46
jruby.csv,0.59,1.0,1.0,0.3,0.03,0.3,0.02,0.0,0.67,0.47,0.44,0.0
ldview.csv,0.94,0.26,0.59,0.67,0.27,0.59,0.08,0.84,0.83,0.21,0.84,0.62
nuttx.csv,0.18,0.01,0.44,0.15,0.24,0.21,0.05,0.35,0.33,0.37,0.2,0.15
oorexx.csv,0.68,0.15,0.08,0.31,0.57,0.44,0.22,0.81,0.83,0.26,0.24,0.73
uclmda.csv,0.34,0.01,0.1,0.04,0.51,0.2,0.15,0.49,0.0,0.0,0.0,0.14
vdsf.csv,0.81,0.13,0.95,0.74,0.57,0.42,0.78,0.81,0.5,0.95,0.88,0.42
