,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.21,0.29,0.05,0.24,0.44,0.24,0.2,0.26
archive-crawler.csv,0.73,0.43,0.7,0.78,0.27,0.81,0.73,0.75
jcae.csv,0.04,0.19,0.02,0.1,0.45,0.22,0.01,0.38
openmalaria.csv,0.54,0.94,0.16,0.18,0.62,0.47,0.54,0.7
popeye-chess.csv,0.23,0.48,0.2,0.2,0.51,0.12,0.44,0.44
rhex.csv,0.25,0.33,0.05,0.1,0.22,0.0,0.52,0.35
rocrail.csv,0.28,0.58,0.07,0.27,0.42,0.21,0.54,0.16
truevision.csv,0.27,0.68,0.14,0.45,0.33,0.38,0.17,0.41
