,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.41,0.54,0.51,0.53,0.78,0.84,0.85,1.0,0.53,0.17,0.88,0.06,0.85,0.11,0.0,0.7
galaxium.csv,0.48,0.4,0.44,0.3,0.48,0.07,0.94,0.68,0.6,0.77,0.62,0.72,0.55,0.54,0.6,0.55
hydrate.csv,0.45,0.46,0.54,0.17,0.22,0.06,0.67,0.55,0.43,0.37,0.75,0.4,0.12,0.6,0.4,0.73
ivef-sdk.csv,0.83,0.6,0.64,1.0,0.52,1.0,0.24,0.05,0.87,0.31,0.0,0.54,0.48,0.29,0.4,0.0
jmri.csv,0.39,0.24,0.62,0.17,0.15,0.19,0.55,0.5,0.43,0.23,0.38,0.35,0.39,0.14,0.2,0.21
jython.csv,0.93,0.65,0.58,1.0,0.63,0.99,1.0,0.86,0.77,0.66,0.88,0.67,0.76,0.51,1.0,0.58
kdenlive.csv,0.73,0.6,0.53,0.47,0.78,0.42,0.33,1.0,0.97,0.71,1.0,0.56,0.91,0.54,0.6,0.97
ninject.csv,0.18,0.29,0.64,0.47,0.22,0.85,0.45,0.09,0.17,0.74,0.25,0.4,0.12,0.49,1.0,0.67
ondex.csv,0.42,0.25,0.5,0.5,0.04,0.0,0.24,0.82,0.3,0.17,0.62,0.21,0.48,0.14,0.4,0.24
opentibia.csv,0.35,0.78,0.41,0.47,0.56,0.03,0.91,0.59,0.07,0.34,0.5,0.32,0.24,0.86,0.4,0.73
runuomondains.csv,0.25,0.2,0.5,0.07,0.15,0.12,0.21,0.86,0.4,0.37,0.75,0.33,0.24,0.2,0.4,0.61
somap.csv,0.92,0.92,0.73,0.97,1.0,0.57,0.85,0.95,0.9,1.0,0.88,0.83,0.85,1.0,1.0,1.0
taverna.csv,0.18,0.18,0.2,0.17,0.74,0.09,0.79,0.36,0.2,0.26,0.5,0.14,0.42,0.2,0.0,0.12
tigermud.csv,0.27,0.4,0.64,0.0,0.44,0.0,0.12,0.45,0.0,0.37,0.5,0.49,0.3,0.69,0.6,0.88
unbvision.csv,0.61,0.45,0.42,0.4,0.3,0.57,0.42,0.82,0.8,0.57,0.88,0.15,0.94,0.29,0.8,0.67
x-ray-mule.csv,0.18,0.13,0.11,0.87,0.52,0.0,0.06,0.05,0.67,0.2,0.0,0.47,0.39,0.23,0.2,0.0
