,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.45,0.66,0.51,0.62,0.46,0.77,0.88,0.23,0.31,0.19,0.19,0.11,0.28,0.2,0.0,0.65
galaxium.csv,0.6,0.56,0.47,0.34,0.43,0.11,0.72,0.6,0.4,0.74,0.24,0.84,0.24,0.54,0.16,0.6
hydrate.csv,0.57,0.63,0.5,0.25,0.24,0.08,0.62,0.13,0.32,0.39,0.31,0.57,0.16,0.63,0.5,0.73
ivef-sdk.csv,0.74,0.73,0.57,0.81,0.38,1.0,0.26,0.09,0.42,0.24,0.0,0.67,0.26,0.38,0.08,0.0
jmri.csv,0.54,0.38,0.62,0.23,0.14,0.32,0.5,0.46,0.48,0.26,0.27,0.5,0.29,0.25,0.22,0.32
jython.csv,0.79,0.74,0.58,0.77,0.37,0.84,0.66,0.58,0.39,0.4,0.23,0.76,0.32,0.55,0.16,0.58
kdenlive.csv,0.76,0.72,0.55,0.47,0.53,0.49,0.38,0.23,0.53,0.47,0.26,0.7,0.32,0.58,0.15,0.82
ninject.csv,0.25,0.42,0.55,0.54,0.22,0.77,0.55,0.16,0.14,0.42,0.14,0.56,0.1,0.6,0.5,0.69
ondex.csv,0.56,0.4,0.53,0.58,0.05,0.0,0.31,0.2,0.4,0.24,0.36,0.34,0.36,0.23,0.27,0.33
opentibia.csv,0.47,0.86,0.5,0.57,0.43,0.06,0.65,0.39,0.11,0.32,0.19,0.48,0.21,0.71,0.25,0.68
runuomondains.csv,0.4,0.34,0.55,0.11,0.16,0.16,0.27,0.52,0.51,0.42,0.5,0.5,0.23,0.3,0.29,0.66
somap.csv,0.75,0.89,0.56,0.76,0.55,0.56,0.62,0.22,0.38,0.47,0.2,0.91,0.27,0.77,0.18,0.78
taverna.csv,0.31,0.3,0.29,0.26,0.68,0.15,0.68,0.1,0.29,0.3,0.44,0.24,0.38,0.3,0.0,0.22
tigermud.csv,0.35,0.54,0.54,0.0,0.41,0.0,0.18,0.14,0.0,0.31,0.26,0.65,0.2,0.71,0.35,0.76
unbvision.csv,0.68,0.61,0.49,0.44,0.29,0.56,0.42,0.43,0.62,0.45,0.28,0.26,0.34,0.4,0.26,0.7
x-ray-mule.csv,0.28,0.23,0.17,0.83,0.41,0.0,0.09,0.09,0.34,0.2,0.0,0.62,0.26,0.36,0.08,0.0
