,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.72,0.75,0.43,0.3,0.83,0.77,0.09,0.99,0.66,0.25,0.97,0.0,0.85,0.05,0.22,0.79
galaxium.csv,0.21,0.17,0.38,0.7,0.38,0.5,0.63,0.09,0.48,0.13,0.47,0.0,0.61,0.76,0.53,0.47
hydrate.csv,0.26,0.0,0.56,0.25,0.3,0.9,0.46,0.99,0.45,0.22,0.42,0.0,0.09,0.52,0.02,0.47
ivef-sdk.csv,0.74,0.33,0.53,0.7,0.62,0.0,0.6,0.0,0.79,0.53,0.07,1.0,0.46,0.33,0.78,0.0
jmri.csv,0.13,0.08,0.33,0.45,0.53,0.0,0.6,0.1,0.13,0.22,0.19,0.67,0.28,0.0,0.05,0.21
jython.csv,0.79,0.75,0.38,0.9,0.89,0.8,0.97,0.16,0.75,0.66,0.8,1.0,0.61,0.57,0.95,0.74
kdenlive.csv,0.33,0.42,0.38,0.75,0.58,0.63,0.4,0.99,0.59,0.53,0.76,0.5,0.75,0.52,0.58,0.68
ninject.csv,0.56,0.58,0.63,0.4,0.4,0.8,0.2,0.01,0.44,0.72,0.31,0.33,0.28,0.24,0.18,0.47
ondex.csv,0.18,0.0,0.35,0.35,0.19,0.17,0.31,0.94,0.07,0.09,0.25,0.17,0.24,0.14,0.15,0.37
opentibia.csv,0.28,0.25,0.21,0.25,0.53,0.03,0.86,0.21,0.04,0.31,0.51,0.0,0.23,0.95,0.16,0.74
runuomondains.csv,0.03,0.08,0.28,0.2,0.34,0.9,0.31,0.22,0.06,0.16,0.17,0.0,0.17,0.24,0.13,0.42
somap.csv,0.97,0.92,0.76,0.85,0.85,1.0,0.83,1.0,1.0,0.92,0.93,0.0,0.91,1.0,0.82,1.0
taverna.csv,0.03,0.08,0.17,0.2,0.23,0.27,0.49,0.87,0.06,0.2,0.1,0.0,0.17,0.24,0.07,0.0
tigermud.csv,0.51,0.58,0.66,0.2,0.36,0.03,0.23,0.78,0.02,0.4,0.32,0.0,0.36,0.43,0.16,0.74
unbvision.csv,0.31,0.17,0.26,0.6,0.4,1.0,0.57,0.3,0.28,0.38,0.59,0.17,0.74,0.24,0.4,0.42
x-ray-mule.csv,0.23,0.0,0.21,0.35,0.53,0.0,0.29,0.0,0.79,0.32,0.0,0.5,0.33,0.1,0.36,0.05
