,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.68,0.63,0.7,0.75,0.32,0.76,0.73,0.49,0.79,0.67,0.51,0.7,0.51,0.85,0.12,1.0,1.0,0.79,0.5,0.33
galaxium.csv,0.4,0.61,0.21,0.58,0.2,0.18,0.4,0.29,0.16,0.24,0.54,0.6,0.97,0.41,0.57,0.09,0.33,0.47,0.5,0.17
itext.csv,0.46,0.44,0.18,0.21,0.1,0.32,0.2,0.3,0.16,0.22,0.48,0.64,0.6,0.94,0.66,0.2,0.33,0.68,0.0,0.17
jahshakafx.csv,0.94,0.46,0.52,0.17,0.4,0.09,0.27,0.12,0.32,0.41,0.34,0.3,0.03,0.12,0.33,0.36,0.33,0.19,0.5,0.04
kolmafia.csv,0.73,0.84,0.85,0.54,0.36,0.65,0.87,0.25,0.58,0.84,0.76,0.79,0.77,0.88,0.78,0.61,0.67,0.98,0.75,0.42
mecat.csv,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.02,0.0,1.0,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.27,0.5,0.48,0.29,0.4,0.46,0.33,0.23,0.63,0.57,0.41,0.94,0.29,0.56,0.46,0.27,0.67,0.64,0.5,0.17
mptvseries.csv,0.6,0.99,0.48,0.75,0.32,0.1,0.13,0.2,0.95,0.38,0.45,0.21,0.34,0.21,0.69,0.09,0.33,0.32,0.25,0.12
novembre.csv,0.23,0.4,0.48,0.25,0.16,0.18,0.87,0.17,0.11,0.34,0.4,0.13,0.03,0.09,0.23,0.14,0.33,0.0,0.75,0.08
ns-3.csv,0.77,0.57,0.79,0.54,0.38,0.99,0.8,0.41,0.53,0.63,0.74,0.6,0.77,0.68,0.59,0.7,0.33,0.79,0.5,0.42
nullc.csv,0.58,0.5,0.55,0.88,0.98,0.89,0.93,0.82,0.84,0.75,0.72,0.91,0.69,0.68,0.44,0.93,1.0,0.79,0.5,0.67
pixel-commandos.csv,0.17,0.37,0.18,0.12,0.06,0.05,0.07,0.01,0.05,0.07,0.3,0.0,0.06,0.0,0.02,0.05,0.0,0.06,1.0,0.0
plee-the-bear.csv,0.45,0.08,0.88,0.08,0.64,0.82,0.53,0.67,0.37,0.47,0.54,0.87,0.66,0.85,0.1,0.61,0.33,0.7,0.5,0.83
quantlib.csv,0.22,0.42,0.45,0.29,0.16,0.23,0.47,0.4,0.05,0.37,0.36,0.72,0.31,0.38,0.65,0.23,0.67,0.28,0.5,0.96
reaper-ecad.csv,0.8,0.35,0.79,0.96,0.8,0.88,0.73,0.64,0.32,0.7,0.77,0.28,0.31,0.35,0.43,0.7,0.33,0.57,0.5,0.46
sbml.csv,0.73,0.83,0.82,0.88,0.52,0.55,0.73,0.51,0.68,0.96,0.81,0.74,0.83,0.79,0.65,0.57,1.0,0.79,1.0,0.5
smartgwt.csv,0.6,0.52,0.64,0.12,0.42,0.28,0.6,0.78,0.37,0.57,0.35,0.53,0.66,0.56,0.93,0.36,1.0,0.79,0.25,0.33
unladen-swallow.csv,0.1,0.53,0.42,0.25,0.32,0.51,0.53,0.45,0.42,0.41,0.18,0.47,0.37,0.53,0.47,0.18,0.67,0.53,0.0,0.75
vienna-add-in.csv,0.84,0.44,0.82,0.83,0.78,0.41,0.67,0.99,0.84,0.49,0.71,0.6,0.8,0.76,0.82,0.45,0.67,0.81,0.0,0.25
wow-qrsk.csv,0.54,0.7,0.55,0.54,0.2,0.19,0.27,0.46,0.58,0.41,0.94,0.68,0.37,0.74,0.18,0.34,0.67,0.64,0.75,0.0
