,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.47,0.52,0.47,0.61,0.72,0.49,0.44,0.53,0.41,0.46,0.55,0.39,0.47,0.47,0.99,0.43,0.38,0.42,0.62,0.45
galaxium.csv,0.56,0.48,0.98,0.74,0.55,0.81,0.69,0.57,0.88,0.83,0.61,0.48,0.6,0.59,0.58,0.83,0.55,0.5,0.8,0.93
itext.csv,0.59,0.68,0.97,0.94,0.8,0.85,0.93,0.51,0.8,0.93,0.56,0.39,0.49,0.45,0.59,0.94,0.56,0.36,0.95,0.72
jahshakafx.csv,0.52,0.59,0.78,0.72,0.68,0.95,0.89,0.93,0.86,0.59,0.94,0.76,0.93,0.9,0.98,0.76,0.9,0.89,0.92,0.82
kolmafia.csv,0.42,0.4,0.46,0.47,0.47,0.49,0.35,0.61,0.44,0.37,0.42,0.35,0.37,0.36,0.4,0.45,0.36,0.43,0.53,0.51
mecat.csv,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.67,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.84,0.72,0.64,0.6,0.86,0.78,0.77,0.96,0.53,0.51,0.79,0.65,0.92,0.57,0.9,0.78,0.59,0.51,0.8,0.93
mptvseries.csv,0.48,0.48,0.67,0.62,0.56,0.95,0.8,0.86,0.56,0.62,0.84,0.96,0.86,0.78,0.42,0.89,0.89,0.74,0.8,0.83
novembre.csv,0.89,0.69,0.72,0.95,0.67,0.92,0.77,0.95,0.67,0.6,0.86,0.96,0.8,0.75,0.97,0.86,0.9,0.0,0.75,0.92
ns-3.csv,0.48,0.57,0.46,0.65,0.5,0.49,0.36,0.64,0.43,0.5,0.46,0.43,0.43,0.41,0.58,0.47,0.44,0.39,0.49,0.49
nullc.csv,0.59,0.69,0.51,0.62,0.45,0.44,0.39,0.51,0.43,0.46,0.53,0.37,0.42,0.56,0.84,0.37,0.35,0.39,0.57,0.44
pixel-commandos.csv,0.95,0.7,0.98,0.94,0.67,0.89,0.5,0.67,0.0,0.83,0.99,0.8,0.5,0.0,0.5,0.67,0.5,0.67,0.75,0.0
plee-the-bear.csv,0.71,0.99,0.97,0.5,0.6,0.46,0.49,0.54,0.52,0.59,0.48,0.37,0.43,0.47,0.98,0.49,0.4,0.43,0.47,0.39
quantlib.csv,0.91,0.65,0.88,0.94,0.89,0.72,0.5,0.76,0.67,0.6,0.88,0.48,0.76,0.75,0.6,0.9,0.41,0.88,0.86,0.96
reaper-ecad.csv,0.58,0.83,0.44,0.96,0.54,0.44,0.43,0.53,0.68,0.48,0.55,0.97,0.59,0.76,0.68,0.49,0.7,0.47,0.58,0.64
sbml.csv,0.39,0.42,0.5,0.47,0.39,0.42,0.33,0.41,0.46,0.38,0.41,0.36,0.37,0.4,0.46,0.41,0.32,0.35,0.4,0.48
smartgwt.csv,0.52,0.56,0.71,0.97,0.76,0.82,0.5,0.45,0.6,0.48,0.84,0.51,0.48,0.46,0.56,0.61,0.52,0.4,0.71,0.67
unladen-swallow.csv,0.98,1.0,0.61,0.84,0.83,0.66,0.65,0.74,0.55,0.65,0.94,0.56,0.63,0.58,0.63,0.92,0.63,0.55,0.63,0.55
vienna-add-in.csv,0.53,0.64,0.51,0.57,0.56,0.82,0.41,0.54,0.43,0.57,0.5,0.51,0.46,0.52,0.57,0.65,0.78,0.38,0.87,0.87
wow-qrsk.csv,0.57,0.54,0.69,0.62,0.7,0.91,0.86,0.56,0.52,0.61,0.85,0.48,0.74,0.47,0.7,0.61,0.61,0.41,0.68,0.83
