,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.55,0.25,0.1,0.26,0.47,0.72,0.41,0.54,0.5,0.72,0.28,0.41,0.29,0.73,0.08,1.0,0.11,0.67,0.09,0.19
galaxium.csv,0.45,0.33,0.18,0.47,0.33,0.29,0.43,0.42,0.22,0.38,0.48,0.54,0.97,0.55,0.64,0.16,0.09,0.57,0.21,0.21
itext.csv,0.36,0.26,0.07,0.24,0.18,0.42,0.21,0.41,0.21,0.33,0.3,0.53,0.52,0.96,0.57,0.3,0.1,0.68,0.0,0.13
jahshakafx.csv,0.97,0.31,0.28,0.13,0.53,0.17,0.33,0.21,0.46,0.54,0.34,0.37,0.04,0.18,0.43,0.49,0.15,0.32,0.24,0.04
kolmafia.csv,0.58,0.31,0.15,0.24,0.52,0.68,0.43,0.38,0.5,0.82,0.39,0.51,0.49,0.76,0.5,0.66,0.1,0.99,0.12,0.27
mecat.csv,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.04,0.0,1.0,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.24,0.18,0.18,0.24,0.51,0.53,0.36,0.35,0.49,0.6,0.3,0.95,0.33,0.54,0.26,0.39,0.2,0.65,0.12,0.15
mptvseries.csv,0.58,0.21,0.18,0.3,0.48,0.18,0.2,0.33,0.97,0.54,0.49,0.29,0.43,0.33,0.54,0.15,0.17,0.45,0.22,0.12
novembre.csv,0.32,0.31,0.23,0.28,0.27,0.28,0.93,0.27,0.18,0.47,0.46,0.17,0.05,0.16,0.33,0.24,0.15,0.0,0.3,0.11
ns-3.csv,0.5,0.26,0.12,0.16,0.54,0.99,0.4,0.51,0.37,0.67,0.32,0.41,0.51,0.61,0.28,0.7,0.05,0.7,0.09,0.24
nullc.csv,0.4,0.15,0.08,0.23,0.99,0.76,0.44,0.75,0.57,0.73,0.31,0.47,0.42,0.6,0.24,0.77,0.11,0.68,0.06,0.27
pixel-commandos.csv,0.27,0.28,0.16,0.14,0.11,0.1,0.12,0.02,0.1,0.12,0.42,0.0,0.11,0.0,0.04,0.09,0.0,0.12,1.0,0.0
plee-the-bear.csv,0.29,0.12,0.92,0.15,0.69,0.71,0.31,0.66,0.27,0.53,0.2,0.44,0.35,0.64,0.14,0.61,0.04,0.57,0.04,0.31
quantlib.csv,0.31,0.31,0.28,0.33,0.27,0.35,0.38,0.5,0.09,0.53,0.4,0.45,0.29,0.48,0.35,0.37,0.07,0.41,0.22,0.98
reaper-ecad.csv,0.44,0.13,0.11,0.96,0.8,0.75,0.51,0.63,0.27,0.68,0.32,0.32,0.21,0.35,0.25,0.71,0.06,0.53,0.07,0.27
sbml.csv,0.59,0.28,0.16,0.32,0.67,0.62,0.46,0.55,0.55,0.98,0.41,0.47,0.5,0.68,0.62,0.62,0.12,0.71,0.15,0.32
smartgwt.csv,0.52,0.32,0.25,0.07,0.56,0.39,0.49,0.7,0.41,0.63,0.31,0.49,0.52,0.61,0.96,0.48,0.21,0.65,0.06,0.23
unladen-swallow.csv,0.14,0.61,0.08,0.11,0.43,0.56,0.42,0.53,0.32,0.48,0.14,0.35,0.27,0.46,0.26,0.29,0.13,0.51,0.0,0.4
vienna-add-in.csv,0.46,0.23,0.14,0.22,0.8,0.5,0.37,0.99,0.57,0.57,0.29,0.43,0.49,0.65,0.55,0.53,0.15,0.68,0.0,0.19
wow-qrsk.csv,0.56,0.24,0.12,0.17,0.33,0.31,0.36,0.52,0.52,0.57,0.97,0.47,0.37,0.69,0.18,0.45,0.19,0.65,0.23,0.0
