,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.47,0.57,0.86,0.65,0.7,0.72,0.75,0.83,0.86,0.55,0.71,0.85,0.96,0.55,1.04,0.0,0.82,0.72,0.64,0.86
galaxium.csv,0.63,0.47,0.79,0.44,0.81,0.83,0.62,0.73,0.86,0.76,0.49,0.49,0.03,0.6,0.43,0.91,0.74,0.57,0.52,0.84
itext.csv,0.72,0.61,0.86,0.79,0.9,0.78,0.85,0.78,0.87,0.85,0.65,0.51,0.49,0.07,0.4,0.87,0.72,0.5,1.03,0.9
jahshakafx.csv,0.06,0.58,0.5,0.86,0.75,0.91,0.74,0.88,0.68,0.64,0.68,0.72,0.98,0.9,0.67,0.68,0.68,0.81,0.51,1.0
kolmafia.csv,0.43,0.5,0.61,0.63,0.65,0.62,0.84,0.77,0.62,0.55,0.55,0.64,0.6,0.51,0.46,0.63,0.66,0.02,0.54,0.71
mecat.csv,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.97,1.0,0.98,1.0,0.0,1.0,1.0,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.85,0.73,0.57,0.73,0.94,0.75,0.7,0.78,0.69,0.87,0.67,0.07,0.74,0.74,0.83,0.78,0.42,0.53,0.59,0.87
mptvseries.csv,0.45,0.96,0.57,0.53,0.68,0.9,0.87,0.8,0.05,0.63,0.56,0.8,0.67,0.8,0.41,0.94,0.68,0.69,0.75,0.9
novembre.csv,0.77,0.62,0.55,0.75,0.84,0.84,0.13,0.84,0.9,0.72,0.6,0.89,0.97,0.91,0.77,0.86,0.68,1.0,0.29,0.92
ns-3.csv,0.62,0.56,0.76,0.9,0.63,0.02,0.85,0.71,0.94,0.73,0.72,0.73,0.54,0.68,0.89,0.7,0.94,0.6,0.64,0.78
nullc.csv,0.7,0.86,0.91,0.85,0.02,0.9,0.88,0.75,0.7,0.79,0.73,0.93,0.71,0.74,0.89,1.0,0.82,0.68,0.88,0.9
pixel-commandos.csv,0.84,0.66,0.82,0.88,0.94,0.95,0.93,0.99,0.95,0.93,0.7,1.0,0.94,1.0,0.98,0.96,1.0,0.94,0.0,1.0
plee-the-bear.csv,0.9,0.92,0.12,0.92,1.06,0.95,0.86,0.82,1.05,0.94,1.03,0.97,0.93,0.94,0.91,0.9,1.08,0.95,1.06,0.93
quantlib.csv,0.78,0.61,0.56,0.71,0.84,0.79,0.65,0.72,0.95,0.63,0.65,0.75,0.77,0.66,0.72,0.77,0.88,0.73,0.52,0.04
reaper-ecad.csv,0.81,0.84,0.8,0.04,0.93,0.9,0.5,0.88,0.92,0.93,0.76,0.75,0.96,0.98,0.85,0.62,0.82,0.83,0.77,0.74
sbml.csv,0.42,0.56,0.55,0.54,0.51,0.64,0.61,0.86,0.58,0.04,0.53,0.7,0.62,0.63,0.38,0.7,0.73,0.56,0.51,0.65
smartgwt.csv,0.5,0.53,0.42,0.94,0.68,0.77,0.52,0.93,0.68,0.71,0.68,0.55,0.49,0.53,0.07,0.71,0.37,0.8,0.82,0.77
unladen-swallow.csv,0.91,0.47,0.84,0.9,1.0,0.78,0.6,0.74,0.94,0.88,0.88,0.76,0.84,1.02,0.86,0.84,0.53,0.81,1.21,0.55
vienna-add-in.csv,0.8,0.64,0.63,0.86,0.85,0.73,0.8,0.03,0.7,0.74,0.8,0.68,0.62,0.71,0.4,0.74,0.48,0.72,1.09,0.82
wow-qrsk.csv,0.49,0.61,0.66,0.82,0.8,0.81,0.74,0.8,0.57,0.6,0.06,0.65,0.68,0.51,0.85,0.75,0.43,0.55,0.33,1.0
