,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.64,0.0,0.6,0.71,0.4,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
chaperon.csv,0.96,0.45,0.07,0.28,1.0,0.27,0.43,0.0,0.5,0.4,0.02,1.0,0.04,0.11,0.45
co-ode-owl-plugins.csv,0.94,0.41,0.48,0.3,0.82,0.37,0.42,0.07,0.0,0.3,0.01,1.0,0.08,0.26,0.8
e-bio-flow.csv,1.0,0.52,0.2,0.55,0.8,0.61,0.52,0.12,0.0,0.26,0.03,1.0,0.14,0.36,0.44
free-evolution.csv,0.95,0.5,0.09,0.24,0.8,0.39,0.43,0.04,0.18,0.43,0.02,1.0,0.0,0.35,0.55
jaxlib.csv,1.0,0.33,0.37,0.4,0.84,0.29,0.59,0.4,0.05,0.24,0.03,1.0,0.04,0.33,0.5
jmonkeyengine.csv,0.81,0.19,0.1,0.47,0.82,0.29,0.44,0.17,0.07,0.19,0.0,0.99,0.1,0.21,0.33
jmule.csv,0.89,0.5,0.11,0.28,0.79,0.43,0.47,0.04,0.03,0.29,0.02,1.0,0.07,0.28,0.84
kaffeine.csv,0.98,0.5,0.13,0.34,0.79,0.4,0.41,0.04,0.11,0.3,0.02,1.0,0.05,0.25,0.55
nodal.csv,0.5,0.43,0.06,0.26,0.86,0.58,0.38,0.04,0.11,0.54,0.0,1.0,0.14,0.14,0.73
ogrehg.csv,1.0,0.52,0.25,0.27,0.82,0.36,0.61,0.03,0.0,0.22,0.0,0.99,0.11,0.38,0.43
onotoa.csv,0.92,0.2,0.55,0.25,0.87,0.33,0.36,0.06,0.0,0.29,0.02,0.99,0.06,0.26,0.0
papertoolkit.csv,1.0,0.53,0.18,0.25,0.83,0.2,0.49,0.03,0.0,0.27,0.0,1.0,0.23,0.38,0.45
