,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.82,0.0,0.17,0.07,0.07,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.08
chaperon.csv,0.51,0.45,0.28,0.5,0.2,0.2,0.46,0.0,1.0,0.43,1.0,0.49,0.33,0.12,0.54
co-ode-owl-plugins.csv,0.33,0.68,0.61,0.17,0.64,0.67,0.58,1.0,0.0,0.26,1.0,0.36,0.33,0.27,0.17
e-bio-flow.csv,0.16,0.73,0.11,0.33,0.27,0.63,0.27,0.5,0.0,0.22,1.0,0.39,0.33,0.27,0.17
free-evolution.csv,0.41,1.0,0.33,0.78,0.54,0.6,0.46,1.0,0.5,0.7,1.0,0.37,0.0,0.61,0.75
jaxlib.csv,0.12,0.23,0.72,0.11,0.8,0.23,0.31,1.0,0.5,0.61,1.0,0.43,0.33,0.52,0.08
jmonkeyengine.csv,0.9,0.14,0.28,0.5,0.55,0.43,0.79,0.5,0.75,0.39,0.0,0.86,1.0,0.73,0.33
jmule.csv,0.33,0.86,0.44,0.89,0.66,0.67,0.71,1.0,0.25,0.65,1.0,0.49,0.67,0.52,0.88
kaffeine.csv,0.82,0.64,0.39,0.83,0.77,0.73,0.79,1.0,0.75,0.78,1.0,0.9,0.67,0.64,0.71
nodal.csv,0.02,0.14,0.06,0.28,0.43,0.37,0.25,0.5,0.25,0.61,0.0,0.21,0.33,0.06,0.33
ogrehg.csv,0.2,0.73,0.72,0.5,0.49,0.7,0.66,0.5,0.0,0.09,0.0,0.52,0.67,0.36,0.12
onotoa.csv,0.22,0.14,0.67,0.5,0.7,0.47,0.64,0.5,0.0,0.22,1.0,0.41,0.33,0.42,0.0
papertoolkit.csv,0.37,0.36,0.39,0.11,0.2,0.17,0.3,0.5,0.0,0.13,0.0,0.19,1.0,0.09,0.38
