,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.28,0.52,0.3,0.29,0.82
kmess.csv,0.12,0.15,0.04,0.25,0.45
minig.csv,1.0,0.87,0.32,0.06,0.96
rezilla.csv,0.3,0.3,0.1,0.01,0.75
webdriver.csv,0.2,0.24,0.63,0.43,0.42
