,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.04,0.29,0.45,0.6,0.62,0.58,0.96,0.36,0.48,0.72,0.67,0.81
bscwweasel.csv,0.02,0.0,0.11,0.85,0.38,0.42,0.0,0.16,0.09,0.28,0.0,0.0
capcode.csv,0.01,0.29,0.32,0.45,0.0,1.0,0.17,0.05,0.13,0.36,0.0,0.06
emite.csv,0.05,0.71,0.48,0.2,0.24,0.08,0.71,0.25,0.39,0.33,0.67,1.0
lamp.csv,0.01,0.86,0.14,0.15,0.29,0.17,0.11,0.05,0.39,0.33,0.33,0.03
mecat.csv,0.0,0.0,0.02,0.05,0.0,0.17,0.0,0.02,0.04,0.11,1.0,0.0
nodal.csv,0.03,0.64,0.39,0.15,0.43,0.25,0.39,0.07,0.87,0.33,0.0,0.48
pydev.csv,0.08,0.14,0.39,0.4,0.76,0.33,0.72,0.69,0.43,0.97,0.67,0.48
retromenu.csv,0.01,0.29,0.3,0.3,1.0,0.33,0.06,0.13,0.3,0.81,0.33,0.13
smbopensoft.csv,0.95,0.43,0.36,0.45,0.81,0.08,0.3,0.25,0.13,0.25,0.33,0.19
stuproa-cims.csv,0.7,0.79,0.68,0.6,0.9,0.75,0.25,0.85,0.78,0.83,1.0,0.39
thout.csv,0.02,0.21,0.91,0.35,0.76,0.33,0.62,0.75,0.52,0.36,0.67,0.77
