,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.04,0.28,0.3,0.48,0.31,0.58,0.0,0.51,0.54,0.55,0.52,0.78
bscwweasel.csv,0.0,0.01,0.03,0.0,0.13,0.28,0.05,0.08,0.05,0.12,0.13,0.05
capcode.csv,0.0,0.19,0.19,0.15,0.04,0.0,0.13,0.02,0.27,0.32,0.07,0.08
emite.csv,0.06,0.74,0.54,0.24,0.38,0.24,0.59,0.27,0.22,0.35,0.4,0.0
lamp.csv,0.0,0.01,0.06,0.06,0.16,0.11,0.03,0.01,0.06,0.12,0.15,0.05
mecat.csv,0.0,0.0,0.0,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
nodal.csv,0.0,0.57,0.16,0.25,0.18,0.27,0.18,0.07,0.0,0.28,0.05,0.28
pydev.csv,0.02,0.05,0.13,0.23,0.42,0.39,0.44,0.81,0.65,0.0,0.52,0.25
retromenu.csv,0.01,0.34,0.12,0.05,0.0,0.21,0.05,0.01,0.32,0.67,0.12,0.02
smbopensoft.csv,0.03,0.28,0.25,0.19,0.38,0.28,0.26,0.21,0.13,0.29,0.4,0.05
stuproa-cims.csv,0.67,0.4,0.6,0.23,0.76,0.58,0.31,0.0,0.67,0.62,0.77,0.32
thout.csv,0.03,0.43,0.01,0.38,0.6,0.59,0.54,0.76,0.59,0.38,0.7,0.78
