,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.88,0.7,0.64,0.61,0.44,0.5,0.48,0.55,0.4,0.42,0.52,0.45
bscwweasel.csv,0.5,0.0,0.9,0.94,0.79,0.56,0.5,0.95,0.8,0.89,0.88,0.5
capcode.csv,0.0,0.93,0.83,0.84,0.5,0.92,0.96,0.83,0.75,0.8,0.75,0.8
emite.csv,0.91,0.47,0.6,0.92,0.82,0.94,0.54,0.84,0.91,0.64,0.5,0.55
lamp.csv,0.0,0.92,0.93,0.91,0.85,0.9,0.92,0.75,0.92,0.75,0.9,0.67
mecat.csv,0.0,0.0,0.0,0.5,0.0,0.85,0.0,0.0,0.0,0.75,0.67,0.0
nodal.csv,0.67,0.43,0.6,0.74,0.65,0.59,0.71,0.93,0.8,0.58,0.67,0.58
pydev.csv,0.9,0.88,0.61,0.76,0.4,0.5,0.53,0.4,0.51,0.63,0.48,0.76
retromenu.csv,0.5,0.48,0.7,0.92,0.52,0.63,0.89,0.89,0.52,0.47,0.88,0.8
smbopensoft.csv,0.44,0.57,0.6,0.69,0.44,0.71,0.6,0.82,0.91,0.66,0.52,0.88
stuproa-cims.csv,0.38,0.49,0.6,0.53,0.36,0.4,0.62,0.83,0.33,0.36,0.33,0.52
thout.csv,0.8,0.86,0.76,0.82,0.42,0.54,0.61,0.45,0.55,0.74,0.43,0.45
