,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.96,0.77,0.62,0.62,0.49,0.71,0.04,0.81,0.75,0.62,0.61,0.8
bscwweasel.csv,0.98,1.0,0.89,0.15,0.63,0.65,1.0,0.84,0.91,0.73,1.01,1.0
capcode.csv,0.99,0.74,0.71,0.57,1.0,0.0,0.84,0.95,0.91,0.71,1.0,0.94
emite.csv,0.95,0.8,0.75,0.84,0.85,0.95,0.66,0.79,0.65,0.75,0.52,0.0
lamp.csv,0.99,0.14,0.87,0.85,0.73,0.84,0.89,0.95,0.61,0.68,0.68,0.97
mecat.csv,1.0,1.0,0.98,0.95,1.0,0.85,1.0,0.98,0.96,0.89,0.0,1.0
nodal.csv,0.97,0.67,0.63,0.89,0.6,0.8,0.64,0.93,0.13,0.72,1.0,0.58
pydev.csv,0.92,0.86,0.63,0.64,0.48,0.77,0.52,0.86,0.86,0.03,0.61,0.57
retromenu.csv,0.99,0.79,0.71,0.7,0.0,0.7,0.94,0.87,0.76,0.69,0.68,0.87
smbopensoft.csv,0.06,0.64,0.68,0.58,0.42,0.96,0.74,0.77,0.88,0.8,0.78,0.81
stuproa-cims.csv,0.73,0.46,0.68,0.46,0.76,0.63,0.81,0.15,0.7,0.65,0.77,0.69
thout.csv,0.98,0.9,0.09,0.75,0.65,0.89,0.66,0.8,0.76,0.74,0.78,0.81
