,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.5,0.1,0.31,0.15,0.48,0.15,1.0,0.21,0.24,0.41,0.06,0.45
bscwweasel.csv,1.0,0.0,0.5,1.0,0.57,0.2,0.0,0.43,0.4,0.56,0.0,0.0
capcode.csv,1.0,0.14,0.33,0.29,0.0,1.0,0.78,0.5,0.15,0.37,0.0,0.4
emite.csv,0.45,0.09,0.21,0.11,0.23,0.06,0.77,0.25,0.39,0.33,0.08,1.0
lamp.csv,1.0,0.92,0.4,0.27,0.46,0.2,0.92,0.75,0.69,0.6,0.1,0.33
mecat.csv,0.0,0.0,1.0,0.5,0.0,0.15,0.0,1.0,1.0,1.0,1.0,0.0
nodal.csv,1.0,0.11,0.42,0.08,0.53,0.14,0.86,0.27,1.0,0.39,0.0,0.58
pydev.csv,0.8,0.25,0.47,0.2,0.46,0.12,0.82,0.24,0.2,1.0,0.06,0.6
retromenu.csv,0.5,0.08,0.43,0.46,1.0,0.21,0.78,0.78,0.26,0.39,0.12,0.8
smbopensoft.csv,0.97,0.14,0.3,0.25,0.5,0.05,0.77,0.31,0.27,0.31,0.04,0.75
stuproa-cims.csv,0.5,0.17,0.25,0.27,0.36,0.18,0.69,1.0,0.3,0.41,0.06,0.48
thout.csv,0.4,0.05,0.98,0.11,0.37,0.09,0.76,0.26,0.24,0.33,0.05,0.44
