,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,4.0,13.0,12.0,32.0,4.0,17.0,0.0,1.0,8.0,1.0,20.0,3.0
bscwweasel.csv,0.0,142.0,4.0,0.0,3.0,5.0,147.0,4.0,3.0,0.0,62.0,70.0
capcode.csv,0.0,19.0,0.0,4.0,65.0,0.0,2.0,1.0,0.0,1.0,62.0,2.0
emite.csv,3.0,41.0,8.0,17.0,5.0,14.0,2.0,5.0,2.0,0.0,6.0,0.0
lamp.csv,0.0,0.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,1.0,8.0,0.0
mecat.csv,199.0,142.0,0.0,1.0,65.0,5.0,147.0,0.0,0.0,0.0,0.0,70.0
nodal.csv,0.0,20.0,1.0,26.0,3.0,2.0,1.0,8.0,0.0,9.0,62.0,0.0
pydev.csv,0.0,2.0,6.0,13.0,5.0,10.0,2.0,6.0,1.0,0.0,25.0,1.0
retromenu.csv,0.0,13.0,5.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0
smbopensoft.csv,0.0,12.0,20.0,2.0,2.0,4.0,0.0,3.0,1.0,5.0,16.0,0.0
stuproa-cims.csv,1.0,1.0,5.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,15.0,0.0
thout.csv,2.0,12.0,0.0,26.0,9.0,26.0,2.0,6.0,1.0,2.0,35.0,3.0
