,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.88,0.39,0.55,0.67,0.52,0.39,0.38,0.67,0.5,0.59,0.42,0.49,0.8,0.57,0.47,0.6,0.93,0.71,0.39,0.74
alpine.csv,0.44,0.98,0.47,0.52,0.54,0.44,0.48,0.49,0.39,0.74,0.48,0.96,0.63,0.35,0.42,0.38,0.64,0.37,0.38,0.44
autowikibrowser.csv,0.38,0.34,0.29,0.32,0.47,0.32,0.31,0.37,0.46,0.32,0.37,0.37,0.38,0.32,0.38,0.33,0.37,0.29,0.38,0.4
critterding.csv,0.58,0.59,0.3,0.42,0.5,0.42,0.4,0.48,0.36,0.46,0.45,0.42,0.54,0.41,0.44,0.41,0.68,0.31,0.43,0.5
firebird.csv,0.43,0.45,0.28,0.73,0.56,0.37,0.38,0.44,0.35,0.56,0.49,0.43,0.66,0.34,0.39,0.37,0.6,0.27,0.38,0.43
fmri-dmt.csv,0.69,0.74,0.85,0.55,0.63,0.86,0.98,0.56,0.72,0.78,0.65,0.56,0.67,0.6,0.74,0.59,0.59,0.84,0.47,0.49
genecys.csv,0.48,0.58,0.3,0.46,0.62,0.55,0.42,0.44,0.37,0.46,0.45,0.54,0.6,0.39,0.5,0.46,0.47,0.36,0.59,0.51
hydrogen.csv,0.87,0.39,0.3,0.43,0.57,0.44,0.39,0.42,0.36,0.42,0.43,0.4,0.48,0.39,0.4,0.0,0.4,0.29,0.38,0.44
jcae.csv,0.5,0.94,0.6,0.75,0.64,0.88,0.39,0.83,0.76,0.75,0.43,0.95,0.8,0.96,0.55,0.83,0.5,0.75,0.45,0.0
kftpgrabber.csv,0.47,0.81,0.53,0.0,0.6,0.45,0.41,0.9,0.52,0.9,0.98,0.66,0.94,0.92,0.42,0.45,0.95,0.67,0.74,0.0
libarchive.csv,0.4,0.38,0.29,0.37,0.48,0.36,0.31,0.62,0.36,0.33,0.42,0.42,0.43,0.34,0.37,0.37,0.39,0.27,0.38,0.44
mimosa.csv,0.46,0.41,0.45,0.48,0.55,0.49,0.52,0.52,0.56,0.53,0.56,0.44,0.51,0.48,0.46,0.43,0.56,0.39,0.41,0.47
monetdb.csv,0.66,0.47,0.59,0.92,0.53,0.75,0.51,0.49,0.61,0.8,0.61,0.61,0.71,0.51,0.5,0.35,0.84,0.86,0.46,0.95
nosleepsoftware.csv,0.71,0.97,0.0,0.58,0.0,0.0,0.89,0.83,0.0,0.73,0.9,0.93,0.63,0.5,0.5,0.0,0.83,0.86,0.94,0.88
openmsx.csv,0.42,0.0,0.42,0.49,0.52,0.44,0.72,0.44,0.56,0.61,0.0,0.63,0.98,0.0,0.44,0.4,0.66,0.31,0.45,0.44
quarkplayer.csv,0.86,0.97,0.74,0.75,0.97,0.8,0.93,0.83,0.79,0.95,0.72,0.94,0.97,0.87,0.9,0.71,0.91,0.62,0.94,0.62
riff-evolve.csv,0.71,0.54,0.29,0.71,0.48,0.36,0.38,0.53,0.36,0.55,0.39,0.42,0.95,0.34,0.38,0.33,0.73,0.33,0.45,0.71
virtuoso.csv,0.44,0.4,0.3,0.42,0.53,0.33,0.4,0.44,0.4,0.43,0.47,0.44,0.51,0.53,0.44,0.45,0.42,0.39,0.41,0.81
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0
zoolib.csv,0.9,0.48,0.73,0.76,0.61,0.47,0.53,0.59,0.83,0.81,0.92,0.53,0.99,0.9,0.47,0.58,0.96,0.9,0.54,0.86
