,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.21,0.7,0.67,0.0,0.62,0.73,0.7,0.53,0.76,0.67,0.8,0.45,0.39,0.6,0.6,0.6,0.09,0.33,0.66,0.35
alpine.csv,1.0,0.2,0.67,0.06,0.94,1.0,0.55,0.87,0.87,0.67,0.84,0.09,0.68,0.98,0.8,1.0,0.29,0.83,0.84,1.0
autowikibrowser.csv,0.35,0.62,1.0,0.69,0.56,0.58,0.74,0.66,0.5,0.75,0.92,0.55,0.39,0.74,0.67,0.6,0.49,0.67,0.73,0.65
critterding.csv,0.62,0.55,1.0,0.88,0.94,0.92,0.91,0.9,1.0,0.83,0.97,0.91,0.58,0.95,0.93,1.0,0.38,1.0,0.82,0.71
firebird.csv,0.74,0.56,1.0,0.0,0.62,0.69,0.79,0.77,1.0,0.58,0.75,1.0,0.39,0.88,1.0,1.0,0.32,1.0,0.82,0.92
fmri-dmt.csv,0.56,0.44,0.33,0.44,0.44,0.48,0.23,0.66,0.61,0.33,0.32,0.82,0.87,0.52,0.3,0.7,0.69,1.0,0.68,0.82
genecys.csv,0.85,0.54,1.0,0.81,0.56,0.71,0.94,0.88,0.95,0.83,0.94,0.55,0.23,1.0,0.77,0.6,0.8,0.83,0.39,0.71
hydrogen.csv,0.26,1.0,1.0,1.0,0.75,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77,0.0,1.0,1.0,1.0,1.0
jcae.csv,0.06,0.21,1.0,0.06,0.5,0.11,0.66,0.31,0.34,0.25,0.77,0.18,0.1,0.33,0.47,0.3,0.03,0.17,0.61,0.0
kftpgrabber.csv,0.44,0.3,0.33,0.0,0.5,0.31,0.62,0.09,0.42,0.25,0.25,0.36,0.1,0.19,0.8,0.3,0.18,0.17,0.3,0.02
libarchive.csv,0.76,0.88,1.0,0.69,0.81,0.81,0.89,0.45,0.92,0.92,0.83,0.91,0.52,0.79,0.97,1.0,0.65,1.0,0.93,0.59
mimosa.csv,0.88,0.92,0.56,1.0,0.81,0.79,0.74,0.75,0.76,0.83,0.73,0.82,0.97,0.81,0.8,1.0,0.71,0.5,0.89,0.94
monetdb.csv,0.56,0.59,0.78,0.12,0.69,0.31,0.66,0.65,0.13,0.58,0.59,0.18,0.65,0.67,0.67,0.9,0.26,0.17,0.45,0.2
nosleepsoftware.csv,0.21,0.1,0.0,0.69,0.0,0.02,0.06,0.04,0.0,0.25,0.02,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.16,0.08
openmsx.csv,0.91,0.0,0.56,0.62,0.94,1.0,0.34,0.81,0.76,0.33,0.0,0.55,0.1,0.0,0.87,1.0,0.6,1.0,0.75,0.82
quarkplayer.csv,0.15,0.09,0.22,0.0,0.12,0.06,0.02,0.03,0.5,0.08,0.3,0.64,0.06,0.19,0.07,0.3,0.11,0.5,0.27,0.49
riff-evolve.csv,0.35,0.43,1.0,0.0,0.62,0.66,0.72,0.66,0.82,0.5,0.81,0.73,0.23,0.83,0.8,0.9,0.26,0.67,0.59,0.35
virtuoso.csv,0.65,0.97,1.0,1.0,0.88,0.61,0.98,0.93,0.71,1.0,0.91,0.91,0.97,0.52,0.9,0.4,0.92,0.67,0.89,0.24
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
zoolib.csv,0.21,0.59,0.67,0.0,0.56,0.65,0.6,0.65,0.37,0.42,0.26,0.64,0.68,0.14,0.63,0.7,0.18,0.17,0.61,0.06
