,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.52,0.02,0.0,0.0,0.27,0.0,0.0,0.02,0.04,0.14,0.0,0.08,0.9,0.0,0.21,0.87,0.08,0.0,1.0,0.67
fbmanager.csv,0.8,0.0,1.0,0.0,0.39,0.0,0.58,0.04,0.12,0.17,0.65,0.09,0.83,0.0,0.46,1.0,0.11,0.84,1.0,0.97
fleet-simulator.csv,0.51,0.04,0.94,0.04,0.28,0.06,0.84,0.03,0.04,0.15,0.8,0.08,0.79,0.2,0.29,1.0,0.08,0.85,0.65,0.78
hannosset.csv,0.56,0.0,0.93,0.06,0.18,0.0,0.91,0.0,0.05,0.44,0.8,0.27,0.86,0.0,0.04,0.95,0.07,0.85,0.45,0.7
hydrate.csv,0.54,0.1,0.91,0.05,0.21,0.0,0.86,0.04,0.05,0.09,0.78,0.0,0.81,0.22,0.32,1.0,0.3,0.85,0.76,0.9
jgossipforum.csv,0.73,0.09,0.9,0.05,0.31,0.06,0.86,0.28,0.07,0.3,0.61,0.0,0.77,0.31,0.44,1.0,0.0,0.87,0.86,0.75
jruby.csv,0.5,0.0,0.96,0.07,0.22,0.0,0.86,0.02,0.01,0.21,0.78,0.29,1.0,0.22,0.33,1.0,0.11,0.92,0.64,0.77
madman.csv,0.68,0.02,1.0,0.02,0.36,0.07,0.86,0.01,0.07,0.4,1.0,0.07,0.85,0.31,0.12,0.72,0.07,0.89,1.0,0.59
mediaportal.csv,1.0,0.0,1.0,0.06,0.83,0.05,0.75,0.0,0.25,0.43,0.86,0.2,1.0,0.33,0.54,1.0,0.5,0.93,0.64,0.97
ninject.csv,0.67,0.05,0.91,0.04,0.27,0.02,0.76,0.01,0.04,0.15,0.83,0.0,0.85,0.21,0.29,0.62,0.45,0.87,0.64,0.72
officefloor.csv,0.73,0.0,1.0,0.07,0.58,0.06,0.82,0.0,0.03,0.18,0.82,0.09,0.82,0.24,0.46,1.0,0.14,0.82,0.76,0.9
ontopia.csv,0.72,0.02,0.91,0.04,0.5,0.06,0.97,0.11,0.06,0.19,0.74,0.08,0.78,0.26,0.47,0.82,0.0,0.88,0.67,0.88
poormans.csv,0.56,0.2,0.87,0.06,0.82,0.0,0.73,0.06,0.14,0.06,0.72,0.11,0.82,0.22,0.58,1.0,0.75,0.87,0.69,0.95
power-architect.csv,0.52,0.02,0.92,0.03,0.25,0.05,0.82,0.02,0.04,0.15,0.95,0.08,0.75,0.17,0.2,0.84,0.1,0.86,0.63,0.7
powerfolder.csv,0.62,0.0,1.0,0.06,0.25,0.07,0.77,0.01,0.31,0.33,0.8,0.07,0.78,0.27,0.34,0.96,0.04,0.9,0.83,0.64
stuproa-cims.csv,1.0,0.09,1.0,0.06,0.53,0.0,0.75,0.03,0.08,0.4,0.68,0.5,1.0,0.33,0.43,0.0,0.1,0.83,0.73,0.76
tart.csv,0.55,0.0,0.95,0.02,0.51,0.2,0.69,0.04,0.0,0.25,0.73,0.03,0.74,0.21,0.22,1.0,0.11,0.83,0.7,0.48
uface.csv,0.59,0.02,0.9,0.03,0.27,0.05,0.89,0.03,0.06,0.19,0.79,0.1,0.76,0.21,0.25,1.0,0.11,0.87,0.68,0.97
wxlua.csv,0.56,0.03,0.95,0.0,0.5,0.07,0.86,0.03,0.19,0.23,0.82,0.08,0.79,0.15,0.16,0.47,0.09,0.88,0.52,0.62
