,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.84,1.0,1.0,1.0,0.37,1.0,1.0,1.0,1.0,1.0,0.97,1.0
fbmanager.csv,0.35,1.0,0.99,1.0,0.53,1.0,0.98,0.56,0.44,0.78,0.9,0.85,0.76,1.0,0.66,0.8,0.65,0.89,0.76,0.66
fleet-simulator.csv,0.84,0.36,0.59,0.72,0.82,0.78,1.0,0.6,0.87,0.96,0.93,1.0,0.7,0.86,0.66,0.04,0.75,0.86,0.9,0.54
hannosset.csv,0.86,1.02,0.86,0.9,0.97,1.03,0.64,1.0,0.82,0.51,0.93,0.23,0.8,1.0,0.99,0.68,0.79,0.85,0.93,0.65
hydrate.csv,0.82,0.15,0.81,0.52,0.84,1.02,0.68,0.44,0.64,0.9,0.84,1.0,0.6,0.74,0.55,0.5,0.42,0.78,0.49,0.65
jgossipforum.csv,0.5,0.16,0.91,0.75,0.71,0.64,0.67,0.06,0.64,0.38,0.94,1.1,0.69,0.54,0.6,0.46,1.0,0.78,0.82,0.92
jruby.csv,0.92,1.17,0.76,0.54,0.91,1.02,0.69,0.73,1.08,0.66,0.8,0.36,0.95,0.72,0.75,0.31,0.63,0.5,0.78,0.51
madman.csv,0.65,0.8,0.97,0.77,0.63,0.6,0.73,0.94,0.54,0.24,0.94,0.77,0.72,0.74,0.89,1.1,0.83,0.65,0.88,0.93
mediaportal.csv,0.94,1.0,0.86,0.58,0.91,0.83,0.93,1.0,0.6,0.63,0.79,0.53,0.84,0.5,0.62,0.85,0.8,0.81,0.73,0.69
ninject.csv,0.63,0.33,0.77,0.69,0.72,0.95,0.92,0.87,0.72,0.78,0.71,1.04,0.58,0.68,0.78,1.26,0.11,0.81,0.71,0.66
officefloor.csv,0.77,1.0,0.93,0.43,0.73,0.69,0.78,1.0,0.82,0.62,0.68,0.77,0.85,0.59,0.37,0.57,0.81,0.82,0.64,0.76
ontopia.csv,0.52,0.97,0.9,0.58,0.86,0.69,0.25,0.42,0.81,0.71,0.93,0.76,0.72,0.56,0.55,0.97,1.0,0.84,0.66,0.79
poormans.csv,0.75,0.07,0.86,0.45,0.84,1.05,0.9,0.8,0.29,0.93,0.83,0.71,0.77,0.75,0.28,0.85,0.4,0.76,0.74,0.82
power-architect.csv,0.97,0.92,1.0,0.85,0.83,0.97,0.9,0.8,0.86,0.96,0.3,1.0,0.95,0.94,0.83,1.02,0.63,1.0,1.0,0.71
powerfolder.csv,0.57,1.01,0.8,0.72,0.75,0.63,0.86,0.85,0.09,0.31,0.81,0.78,0.71,0.68,0.65,0.59,0.91,0.61,0.85,0.78
stuproa-cims.csv,0.94,0.16,0.99,0.5,0.43,1.0,0.89,0.82,0.81,0.75,0.87,0.83,0.96,0.6,0.83,1.0,0.67,0.85,0.54,0.53
tart.csv,0.68,1.0,0.59,0.79,0.6,0.27,0.93,0.53,1.01,0.56,0.82,0.98,0.8,0.66,0.69,0.65,0.67,0.85,0.66,0.93
uface.csv,0.69,0.64,1.01,0.98,0.72,0.88,0.59,0.63,0.69,0.71,0.94,0.8,0.95,0.84,0.81,0.63,0.76,0.86,0.79,0.08
wxlua.csv,0.68,0.46,0.51,1.01,0.98,0.67,0.68,0.56,0.18,0.48,0.73,0.75,0.66,0.82,0.86,1.33,0.93,0.79,0.85,0.86
