,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.55,0.69,0.46,0.97,0.51,0.69,0.38,0.37,0.53,0.54,0.59,0.63
gmerlin.csv,0.23,0.41,0.13,0.17,0.31,0.47,0.97,0.18,0.25,0.4,0.22,0.26
google-gears.csv,0.67,0.58,0.72,0.38,0.53,0.17,0.49,0.98,0.64,0.62,0.36,0.45
gstreamer.csv,0.6,0.64,0.6,0.62,0.61,0.72,0.54,0.45,0.98,0.5,0.56,0.65
lportal.csv,0.47,0.21,0.41,0.14,0.13,0.88,0.56,0.3,0.32,0.42,0.18,0.17
metacosm.csv,0.49,0.5,0.29,0.36,0.31,0.42,0.26,0.28,0.37,0.4,0.57,0.97
mplayer-ce.csv,0.26,0.38,0.38,0.42,0.61,0.51,0.52,0.42,0.36,0.53,0.95,0.51
openmeetings.csv,0.39,0.93,0.47,0.41,0.47,0.51,0.55,0.4,0.51,0.52,0.39,0.61
qgis.csv,0.6,0.63,1.0,0.41,0.42,0.68,0.42,0.52,0.54,0.61,0.54,0.71
skia.csv,0.3,0.64,0.22,0.4,0.42,0.44,0.26,0.26,0.31,0.97,0.27,0.13
wxcrp.csv,0.95,0.59,0.28,0.25,0.27,0.52,0.26,0.26,0.23,0.47,0.37,0.44
yafdotnet.csv,0.68,0.73,0.58,0.57,0.97,0.65,0.61,0.67,0.59,0.48,0.59,0.59
