,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.0,23.0,0.0,0.0,5.0,64.0,0.0,0.0,1.0,2.0,0.0,1.0
gmerlin.csv,3.0,8.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,2.0,1.0,1.0
google-gears.csv,0.0,16.0,1.0,0.0,9.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0
gstreamer.csv,0.0,20.0,0.0,0.0,13.0,19.0,1.0,0.0,0.0,6.0,2.0,0.0
lportal.csv,0.0,16.0,0.0,1.0,2.0,1.0,8.0,0.0,4.0,5.0,0.0,1.0
metacosm.csv,1.0,5.0,0.0,0.0,2.0,167.0,5.0,0.0,8.0,3.0,5.0,0.0
mplayer-ce.csv,0.0,44.0,0.0,1.0,2.0,268.0,8.0,0.0,4.0,5.0,0.0,1.0
openmeetings.csv,2.0,0.0,0.0,0.0,8.0,203.0,8.0,0.0,0.0,5.0,0.0,2.0
qgis.csv,7.0,4.0,0.0,3.0,0.0,77.0,2.0,0.0,6.0,4.0,1.0,2.0
skia.csv,3.0,12.0,1.0,1.0,2.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0
wxcrp.csv,0.0,6.0,0.0,0.0,9.0,147.0,1.0,0.0,0.0,1.0,0.0,4.0
yafdotnet.csv,4.0,11.0,0.0,0.0,0.0,263.0,2.0,0.0,1.0,3.0,0.0,3.0
