,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.57,0.44,0.56,0.47,0.61,0.48,0.58,0.54,0.46,0.52,0.37,0.39
gmerlin.csv,0.92,0.87,0.94,0.97,0.86,0.66,0.59,0.95,0.93,0.77,0.82,0.88
google-gears.csv,0.5,0.58,0.43,0.73,0.44,0.92,0.49,0.5,0.37,0.47,0.69,0.55
gstreamer.csv,0.51,0.47,0.47,0.51,0.44,0.48,0.48,0.5,0.45,0.5,0.36,0.38
lportal.csv,0.7,0.97,0.64,0.97,0.97,0.99,0.64,0.91,0.79,0.61,0.99,0.95
metacosm.csv,0.59,0.88,0.86,0.76,0.86,0.69,0.75,0.61,0.57,0.62,0.57,0.54
mplayer-ce.csv,0.44,0.43,0.44,0.43,0.49,0.46,0.47,0.52,0.47,0.41,0.6,0.54
openmeetings.csv,0.73,0.95,0.73,0.69,0.69,0.69,0.59,0.75,0.56,0.65,0.63,0.5
qgis.csv,0.47,0.62,0.55,0.58,0.69,0.5,0.61,0.55,0.46,0.49,0.44,0.48
skia.csv,0.83,0.35,0.9,0.51,0.69,0.66,0.81,0.83,0.74,0.64,0.8,0.83
wxcrp.csv,0.69,0.72,0.88,0.81,0.97,0.66,0.92,0.82,0.98,0.58,0.62,0.7
yafdotnet.csv,0.42,0.39,0.43,0.52,0.53,0.4,0.42,0.44,0.39,0.43,0.43,0.49
