,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.52,0.73,0.42,0.96,0.47,0.74,0.34,0.33,0.49,0.52,0.65,0.67
gmerlin.csv,0.19,0.36,0.11,0.14,0.27,0.44,0.97,0.15,0.21,0.35,0.19,0.22
google-gears.csv,0.81,0.55,0.77,0.34,0.59,0.14,0.5,0.98,0.8,0.65,0.32,0.41
gstreamer.csv,0.61,0.73,0.62,0.61,0.68,0.77,0.53,0.41,0.98,0.48,0.68,0.78
lportal.csv,0.45,0.18,0.49,0.12,0.11,0.85,0.59,0.28,0.32,0.43,0.15,0.15
metacosm.csv,0.45,0.45,0.25,0.32,0.27,0.38,0.22,0.24,0.33,0.35,0.59,0.96
mplayer-ce.csv,0.77,0.82,0.81,0.85,0.69,0.71,0.75,0.85,0.74,0.91,0.94,0.63
openmeetings.csv,0.35,0.91,0.44,0.39,0.42,0.48,0.56,0.38,0.51,0.48,0.35,0.59
qgis.csv,0.61,0.59,1.0,0.37,0.38,0.83,0.38,0.51,0.53,0.7,0.56,0.7
skia.csv,0.26,0.86,0.19,0.37,0.38,0.41,0.22,0.22,0.27,0.96,0.23,0.11
wxcrp.csv,0.94,0.55,0.24,0.21,0.23,0.53,0.22,0.22,0.19,0.43,0.33,0.41
yafdotnet.csv,0.77,0.91,0.64,0.62,0.96,0.89,0.66,0.67,0.77,0.48,0.87,0.67
