,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.48,0.34,0.5,0.98,0.52,0.12,0.35,0.47,0.6,0.46,0.56,0.6
gmerlin.csv,0.28,0.36,0.18,0.23,0.4,0.09,0.97,0.24,0.32,0.44,0.28,0.34
google-gears.csv,0.5,0.33,0.69,0.45,0.48,0.05,0.39,0.99,0.7,0.51,0.39,0.47
gstreamer.csv,0.46,0.28,0.59,0.67,0.55,0.13,0.45,0.55,0.98,0.42,0.54,0.63
lportal.csv,0.36,0.15,0.43,0.2,0.16,0.91,0.44,0.39,0.36,0.33,0.22,0.17
metacosm.csv,0.47,0.43,0.38,0.44,0.4,0.11,0.25,0.38,0.44,0.41,0.54,0.98
mplayer-ce.csv,0.38,0.23,0.59,0.72,0.55,0.07,0.45,0.8,0.62,0.52,0.97,0.52
openmeetings.csv,0.39,0.95,0.5,0.47,0.51,0.12,0.43,0.5,0.54,0.48,0.42,0.6
qgis.csv,0.46,0.44,0.99,0.48,0.46,0.1,0.37,0.62,0.58,0.48,0.51,0.7
skia.csv,0.33,0.29,0.28,0.45,0.44,0.09,0.26,0.34,0.38,0.98,0.34,0.18
wxcrp.csv,0.97,0.47,0.37,0.33,0.34,0.08,0.31,0.35,0.3,0.48,0.42,0.44
yafdotnet.csv,0.51,0.33,0.57,0.64,0.97,0.1,0.48,0.75,0.68,0.38,0.63,0.56
