,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.51,0.37,0.54,0.83,0.16,0.57,0.55,0.1,0.03,0.74,0.64
cubefs.csv,0.29,0.37,0.3,0.63,0.06,0.63,0.63,0.75,0.0,0.74,0.63
iaml.csv,0.28,0.0,0.3,0.24,0.31,0.47,0.69,0.18,0.0,0.6,0.06
ivataopenportal.csv,0.52,0.37,0.33,0.87,0.18,0.71,0.63,0.81,0.0,0.76,0.63
mb-unit.csv,0.52,0.0,0.27,0.78,0.16,0.67,0.43,0.25,0.05,0.79,0.47
mvdsv.csv,0.07,0.26,0.0,0.13,0.86,0.02,0.13,0.14,0.0,0.3,0.15
nova.csv,0.44,0.63,0.31,0.55,0.0,0.4,0.58,0.57,0.04,0.6,0.56
olex2.csv,0.51,0.44,0.32,0.8,0.19,0.66,0.63,0.6,0.0,0.73,0.71
openwbem.csv,0.55,0.56,0.34,0.69,0.24,0.59,0.42,0.79,0.07,0.66,0.59
xcmetadataservicestoolkit.csv,0.41,0.29,0.21,0.68,0.16,0.64,0.67,0.34,0.04,0.83,0.52
