,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.19,0.33,0.28,0.25,0.18,0.28,0.3,0.29,0.34,0.19,0.62,0.15,0.54,0.21,0.31,0.38,0.26,0.29
cornerstone.csv,0.19,0.1,0.08,0.08,0.09,0.13,0.2,0.12,0.0,0.0,0.32,0.2,0.07,0.13,0.0,0.24,0.13,0.0
emeraldemu.csv,0.57,0.34,0.55,0.95,0.09,0.15,0.15,0.19,0.09,0.3,0.66,0.03,0.04,0.0,0.09,0.21,0.15,0.41
grafx2.csv,0.55,0.46,0.34,0.45,0.18,0.29,0.42,0.29,0.31,0.23,0.64,0.5,0.46,0.16,0.59,0.52,0.2,0.41
jahshakafx.csv,0.26,0.31,0.53,0.33,0.18,0.12,0.25,0.44,0.27,0.13,0.51,0.03,0.24,0.13,0.31,0.32,0.29,0.41
maya-work-in-progress.csv,0.66,0.42,0.41,0.2,0.73,0.45,0.8,0.65,0.75,0.21,0.89,0.65,0.72,0.47,0.66,0.68,0.78,0.65
novembre.csv,0.12,0.21,0.26,0.15,0.09,0.2,0.25,0.19,0.31,0.19,0.34,0.2,0.0,0.11,0.41,0.13,0.14,0.12
ns-3.csv,0.4,0.34,0.46,0.19,0.27,0.44,0.9,0.59,0.59,0.3,0.3,1.0,0.74,0.97,0.75,0.79,0.95,0.65
nullc.csv,0.71,1.0,1.0,0.99,0.0,0.27,0.48,0.47,0.35,0.04,0.66,0.15,0.59,0.26,0.44,0.76,0.26,0.24
open-beos.csv,0.39,0.45,0.26,0.46,0.18,0.27,0.55,0.56,0.25,0.09,0.3,0.92,0.63,0.79,0.22,0.45,0.41,0.41
pixel-commandos.csv,0.01,0.55,0.21,0.47,0.0,0.09,0.08,0.11,0.03,0.04,0.15,0.03,0.02,0.29,0.19,0.15,0.07,0.18
planeshift.csv,0.99,0.8,0.9,0.99,0.82,0.71,0.68,0.52,0.79,0.51,0.51,0.89,0.24,0.29,0.69,0.82,0.69,0.82
plee-the-bear.csv,0.28,0.19,0.25,0.05,0.45,0.59,0.45,0.62,0.57,0.17,0.6,0.55,0.54,0.58,0.62,0.32,0.56,0.71
reaper-ecad.csv,0.06,0.05,0.02,0.21,0.0,0.01,0.0,0.04,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.07,0.0,0.0
sbml.csv,0.35,0.37,0.6,0.6,0.09,0.37,0.78,0.77,0.32,0.68,0.66,0.61,0.67,0.13,0.28,0.37,0.62,0.18
unimrcp.csv,0.57,0.41,0.34,0.49,0.09,0.2,0.68,0.21,0.17,0.3,0.83,0.3,0.26,0.05,0.16,0.51,0.24,0.53
unladen-swallow.csv,0.08,0.19,0.16,0.05,0.09,0.12,0.5,0.31,0.2,0.09,0.13,0.35,0.33,0.13,0.09,0.25,0.36,0.12
zxing.csv,0.27,0.46,0.38,0.43,0.09,0.12,0.32,0.22,0.16,0.02,0.72,0.07,0.39,0.08,0.16,0.49,0.29,0.29
