,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.72,0.34,0.23,0.31,0.58,0.48,0.41,0.6,0.55,0.68,0.56,0.48,0.78,0.66,0.63,0.71,0.25,0.77
cornerstone.csv,0.52,0.27,0.26,0.38,0.35,0.44,0.16,0.37,0.01,0.12,0.71,0.55,0.34,0.48,0.1,0.57,0.22,0.1
emeraldemu.csv,0.55,0.31,0.16,0.23,0.27,0.37,0.55,0.66,0.46,0.69,0.57,0.19,0.42,0.0,0.64,0.66,0.2,0.75
grafx2.csv,0.57,0.3,0.18,0.35,0.56,0.49,0.4,0.56,0.47,0.63,0.59,0.51,0.66,0.77,0.77,0.68,0.17,0.73
jahshakafx.csv,0.68,0.34,0.17,0.34,0.47,0.39,0.44,0.57,0.55,0.62,0.62,0.43,0.71,0.61,0.73,0.69,0.24,0.8
maya-work-in-progress.csv,0.54,0.33,0.19,0.37,0.86,0.67,0.43,0.53,0.56,0.8,0.69,0.51,0.84,0.77,0.81,0.73,0.08,0.75
novembre.csv,0.53,0.32,0.19,0.22,0.15,0.46,0.57,0.44,0.48,0.56,0.49,0.35,0.21,0.41,0.7,0.61,0.21,0.27
ns-3.csv,0.58,0.33,0.11,0.4,0.55,0.73,0.45,0.33,0.5,0.52,0.58,0.42,0.82,0.63,0.66,0.71,0.06,0.74
nullc.csv,0.45,0.21,0.11,0.23,0.78,0.56,0.49,0.51,0.47,0.49,0.64,0.42,0.73,0.66,0.71,0.71,0.19,0.81
open-beos.csv,0.63,0.31,0.22,0.32,0.63,0.53,0.49,0.52,0.63,0.5,0.44,0.44,0.76,0.73,0.79,0.72,0.18,0.76
pixel-commandos.csv,0.06,0.19,0.11,0.23,0.33,0.26,0.36,0.21,0.2,0.11,0.1,0.0,0.21,0.48,0.57,0.39,0.57,0.38
planeshift.csv,0.46,0.24,0.12,0.23,0.81,0.71,0.44,0.58,0.58,0.62,0.64,0.42,0.78,0.73,0.79,0.7,0.06,0.82
plee-the-bear.csv,0.63,0.28,0.28,0.06,0.53,0.61,0.39,0.39,0.55,0.69,0.52,0.38,0.67,0.59,0.64,0.58,0.14,0.73
reaper-ecad.csv,0.38,0.19,0.13,0.47,0.28,0.06,0.12,0.29,0.1,0.06,0.24,0.0,0.11,0.0,0.05,0.23,0.4,0.04
sbml.csv,0.63,0.33,0.15,0.33,0.5,0.64,0.39,0.51,0.58,0.59,0.72,0.53,0.79,0.67,0.79,0.69,0.12,0.38
unimrcp.csv,0.55,0.27,0.17,0.33,0.54,0.49,0.38,0.55,0.46,0.63,0.58,0.56,0.64,0.59,0.67,0.68,0.14,0.79
unladen-swallow.csv,0.32,0.3,0.22,0.06,0.33,0.48,0.33,0.4,0.43,0.47,0.43,0.55,0.51,0.57,0.2,0.61,0.1,0.24
zxing.csv,0.63,0.29,0.2,0.32,0.72,0.37,0.49,0.61,0.49,0.5,0.63,0.36,0.75,0.56,0.65,0.7,0.18,0.83
