,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.0,0.53,0.78,0.57,0.87
intact.csv,0.43,0.0,0.98,0.49,0.39
miranda-icq.csv,0.5,0.22,0.0,0.27,0.21
ofbiz.csv,0.14,0.38,0.11,0.05,0.01
roolo.csv,0.0,0.08,0.03,0.0,0.11
