,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,1.0,0.55,0.56,0.48,0.42
intact.csv,0.47,0.92,0.09,0.37,0.53
miranda-icq.csv,0.38,0.37,0.93,0.34,0.39
ofbiz.csv,0.29,0.49,0.16,0.06,0.99
roolo.csv,0.11,0.04,0.1,1.0,0.17
