,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.17,0.9,0.53,0.5,0.72,0.31,0.36,0.15,0.67,0.0,0.42,0.44
gdis.csv,0.71,0.47,0.57,0.54,0.63,0.65,0.48,0.59,0.98,0.48,0.42,0.52
kml.csv,0.58,0.57,0.68,0.4,0.95,0.41,0.53,0.74,0.62,0.0,0.47,0.62
ppcboot.csv,0.79,0.62,0.68,0.98,0.72,0.48,0.47,0.79,0.46,0.48,0.56,0.24
repositorium.csv,0.62,0.54,0.46,0.51,0.73,0.85,0.05,0.65,0.56,0.0,0.51,0.61
rsyslog.csv,0.97,0.7,0.71,0.65,0.62,0.67,0.54,0.62,0.67,0.68,0.5,0.46
simplewebservices.csv,0.29,0.26,0.35,0.61,0.59,0.0,0.18,0.15,0.45,0.0,0.3,0.98
ultimairis.csv,0.65,0.52,0.67,0.58,0.67,0.48,0.95,0.37,0.62,0.43,0.49,0.5
wow-qrsk.csv,0.48,0.49,0.95,0.17,0.4,0.0,0.07,0.14,0.69,0.65,0.34,0.31
wxstudio.csv,0.31,0.18,0.36,0.29,0.29,0.11,0.32,0.0,0.21,0.38,0.96,0.06
xbg.csv,0.05,0.0,0.21,0.17,0.17,0.0,0.18,1.0,0.09,0.69,0.28,0.54
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
