,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.56,0.8,0.66,0.63,0.52,0.95,0.98,0.86,0.46,0.97,0.78,0.7
gdis.csv,0.56,0.31,0.43,0.6,0.34,0.52,0.41,0.41,0.34,0.38,0.48,0.36
kml.csv,0.52,0.53,0.51,0.6,0.43,0.74,0.53,0.55,0.45,0.51,0.5,0.46
ppcboot.csv,0.54,0.47,0.48,0.75,0.43,0.81,0.76,0.45,0.48,0.39,0.62,0.35
repositorium.csv,0.57,0.44,0.54,0.62,0.44,0.89,0.9,0.65,0.36,0.45,0.63,0.45
rsyslog.csv,0.56,0.37,0.41,0.56,0.44,0.36,0.46,0.48,0.34,0.34,0.42,0.39
simplewebservices.csv,0.57,0.96,0.64,0.83,0.61,0.0,0.92,0.75,0.55,0.96,0.83,0.57
ultimairis.csv,0.59,0.44,0.49,0.77,0.41,0.86,0.8,0.41,0.43,0.48,0.6,0.41
wow-qrsk.csv,0.58,0.54,0.84,0.59,0.82,0.5,0.8,0.79,0.44,0.45,0.67,0.75
wxstudio.csv,0.8,0.95,0.68,0.8,0.74,0.89,0.97,0.89,0.81,0.95,0.61,0.9
xbg.csv,0.5,0.92,0.99,0.97,0.9,0.83,0.92,0.88,0.8,0.8,0.95,0.55
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
