,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.33,1.0,0.18,0.73,0.81,0.83,0.48,0.37,0.88,0.0,0.75
ivatamasks.csv,0.26,1.0,0.07,0.83,0.65,0.84,0.25,0.2,0.59,0.56,0.72
java-gnome.csv,0.45,1.0,0.15,0.9,0.6,0.75,0.26,0.19,0.96,0.65,0.74
orc.csv,0.08,1.0,0.31,0.76,0.47,0.86,0.33,0.24,0.56,0.0,0.81
plato.csv,0.27,0.99,0.1,0.7,0.65,0.95,0.37,0.21,0.79,0.56,0.73
rodin-b-sharp.csv,1.0,0.97,0.35,0.62,0.75,0.87,0.76,0.14,0.88,0.0,0.88
tycho.csv,0.08,0.99,0.15,0.69,0.7,0.93,0.24,0.32,0.88,0.8,0.7
umber.csv,0.68,0.98,0.1,0.76,0.61,0.84,0.38,0.15,0.79,0.45,0.82
unicase.csv,0.55,0.98,0.11,0.65,0.63,0.88,0.43,0.2,0.79,0.44,0.84
vienna-add-in.csv,0.31,0.98,0.07,0.7,0.81,0.81,0.35,0.19,0.58,0.6,0.63
wpdev.csv,0.26,1.0,0.1,0.68,0.66,0.84,0.36,0.15,0.77,0.56,0.73
