,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.81,0.81,0.49,0.36,0.34
aime.csv,0.49,0.86,0.17,0.0,0.42
badtrinitycore.csv,0.0,0.03,0.37,0.51,0.23
electric-core.csv,0.7,0.77,0.48,0.29,0.29
olsrd.csv,0.73,0.84,0.38,0.26,0.33
