,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.85,0.71,0.52,0.55,0.64
aime.csv,0.5,0.96,0.25,0.0,0.64
badtrinitycore.csv,0.0,0.01,0.43,0.81,0.57
electric-core.csv,0.88,0.72,0.64,0.66,0.86
olsrd.csv,1.0,0.76,0.71,0.87,0.79
