,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fluent-nhibernate.csv,0.44,0.01,0.31,0.0,0.23,0.38,1.0
geogebra.csv,0.18,0.12,0.35,0.41,0.43,0.94,0.43
hibernate.csv,0.39,0.2,0.51,0.54,0.95,0.47,0.6
jasperreports.csv,0.06,0.04,0.9,0.0,0.45,0.12,0.34
kvs.csv,1.0,0.28,0.71,0.0,0.48,0.48,0.63
phet.csv,0.26,0.94,0.14,0.29,0.45,0.38,0.14
