,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,95.0,289.0,502.0,0.0,561.0,395.0,183.0
fluent-nhibernate.csv,1.0,12.0,13.0,106.0,11.0,18.0,0.0
geogebra.csv,0.0,3.0,181.0,19.0,13.0,0.0,44.0
hibernate.csv,2.0,2.0,167.0,6.0,0.0,3.0,28.0
jasperreports.csv,0.0,4.0,0.0,106.0,12.0,12.0,11.0
kvs.csv,0.0,9.0,61.0,106.0,2.0,20.0,13.0
phet.csv,25.0,0.0,135.0,25.0,11.0,8.0,43.0
