,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,1.0,1.0,1.0,0.0,1.0,1.0,1.0
fluent-nhibernate.csv,0.63,0.99,0.73,1.0,0.82,0.75,0.0
geogebra.csv,0.85,0.92,0.93,0.88,0.87,0.07,0.87
hibernate.csv,0.69,0.88,0.81,0.54,0.06,0.6,0.53
jasperreports.csv,0.95,0.97,0.12,1.07,0.7,0.9,0.71
kvs.csv,0.0,0.86,0.36,1.0,0.61,0.63,0.43
phet.csv,0.95,0.07,1.07,0.8,0.85,0.93,1.09
